크롤링시간,지역,가게이름,아이디,몇시간전,주문내용,댓글,맛,양,배달,사장,사진주소
2시간 전,본오동,멕시카나-안산고잔점,qo**님,2시간 전,뿌리고（매콤달콤한맛）/1(소스 추가(불닭마요소스（매콤고소）)),역시 맛있습니당 다음에도 시켜먹을게요,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/c71e39dde3bcfbec553a985652df908d_tn.jpg
5시간 전,본오동,멕시카나-안산고잔점,fe**님,5시간 전,순살허니벌꿀치킨/1,멕시카나는 믿고 먹습니다.근데 리뷰이벤트 제품은 계속 대체품으로 오네요.사정이 있으시겠지만 이 정도면 리뷰이벤트 내용을 수정하시면 어떨까요?,4,4,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/c06bd8b581eea282059668ab7d0ca8a8_tn.jpg
9시간 전,본오동,멕시카나-안산고잔점,so**님,9시간 전,땡초치킨/1,감사히잘먹었습니다 정말 너무 맛있어요,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/dfd2504592a56ca9c8811353a8ba5d97_tn.jpg
10시간 전,본오동,멕시카나-안산고잔점,be**님,10시간 전,순살마늘알마니치킨＋단짠감자치즈볼1개/1,너무 맛있게 잘 먹었어요.마늘이라 매운맛이 강하게 날줄 알았는데 너무 맛있네요 ㅎㅎ소스는 뿌려 먹지 말고 찍어서 드시는 걸 추천해요ㅎ,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/4090be58dfde02c1d20d5380da86158f_tn.jpg
11시간 전,본오동,멕시카나-안산고잔점,tj**님,11시간 전,멕시콤보（후라이드＋간장）/1,치킨은 맛있었는데 문 앞에 두고 문자를 안하셔서 늦게 받았네요... 배달 15분 전에 혹시 하고 열었는데 있어서 많이 놀랐습니다 기사님^^,5,5,1,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/1788f653a3e55f391cbfa961219ad98c_tn.jpg
11시간 전,본오동,멕시카나-안산고잔점,mj**님,11시간 전,멕시핀（후라이드）/1,맛있게 잘 먹었어요~~다음에 또 주문하겠습니다!!,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/3081a9321a52c2ce51d180607a68ff79_tn.jpg
14시간 전,본오동,멕시카나-안산고잔점,se**님,14시간 전,반반치킨（후라이드＋양념）/1,치킨의 왕도 치킨의 정석멕시카나는 사랑입니다.멕시카나는 믿음입니다.,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/4e8fa2db2c812ad9a54e8ce33efeae8e_tn.jpg
19시간 전,본오동,멕시카나-안산고잔점,ql**님,19시간 전,멕시핀（양념）/1,맛있게 잘 먹었습니다,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/87b4ae664e968293a2b483f03727d7ff_tn.jpg
22시간 전,본오동,멕시카나-안산고잔점,ke**님,22시간 전,뿌리고（매콤달콤한맛）/1,시즈닝치킨 중 최고는 치토스치킨...... 대한민국 국민들 다 알아야합니다,5,5,0,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/20c83a0bac0dba11a988c23fee4e8544_tn.jpg
22시간 전,본오동,멕시카나-안산고잔점,ke**님,22시간 전,불닭치킨/1,안산 멕시카나중에서 젤 맛있어요! 양념인데도 바삭해요,5,5,0,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/2c1bcf42f39b6276a80b6f4609932327_tn.jpg
23시간 전,본오동,멕시카나-안산고잔점,an**님,23시간 전,"반반치킨/1(반반 선택(후라이드 반,양념치킨 반))",맛있어요ㅎㅎㅎ 닭이 엄청 크네요,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/9320890dcea647cd60af9e04958aa191_tn.jpg
어제,본오동,멕시카나-안산고잔점,qp**님,어제,마늘알마니치킨＋단짠감자치즈볼1개/1,배달도 엄청 빠르고 마늘이 생각보다 쌔서 아쉬운거 빼면치킨도 맛있고 잘먹었습니다 담엔 다른걸로 시켜봐야겠네요,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/718621bc96b60450d72fc6f7b1f1134c_tn.jpg
어제,본오동,멕시카나-안산고잔점,lj**님,어제,모두의마요＋케이준V컷감자＋콜라1.25/1,맛은 아주 좋아요 사장님도 친절하시고요ㅎㅎ 근데 리뷰상품은  못받았네요ㅎㅎ,5,5,0,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/1a67916baa86ef291586accf67de3906_tn.jpg
어제,본오동,멕시카나-안산고잔점,sh**님,어제,"순살세트/1(순살선택 1(순살후라이드),순살선택 2(순살뿌리고（눈꽃치즈맛）),사이드메뉴 추가(케이준 V컷 감자))",늦은시간까지 빠르게 배달해주시고 감사합니다 ㅜㅜ 동생이 시캬달라거해서 시켰는데 잘먹고있어요s2s2,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/72216809d99d7fbcc2cb09f3d3138253_tn.jpg
어제,본오동,멕시카나-안산고잔점,ki**님,어제,순살파닭/1,배달 빠르고 양 많아서 좋아요,5,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
어제,본오동,멕시카나-안산고잔점,ls**님,어제,순살마늘알마니치킨＋단짠감자치즈볼1개/1,맛있게 잘 먹었습니다~,5,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
어제,본오동,멕시카나-안산고잔점,61**님,어제,후라이드치킨/1,치킨은 양도 엄청 많고 맛도 엄청 좋아요.배송도 생각보다 빨라요!,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/fdb3c12a3363bf4c65bad7fff9286e8a_tn.jpg
어제,본오동,멕시카나-안산고잔점,jj**님,어제,후라이드치킨/1,맛있어요~~~~최고의치킨 칭찬합니다👍,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/03a20e4d147fe0c8cb4358dcbf46dd7c_tn.jpg
어제,본오동,멕시카나-안산고잔점,gu**님,어제,순살반반치킨（후라이드＋양념）/1,"후라이드, 양념 둘 다 아주 맛있습니다.",5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/d6374063fb2949fc2d8266a36e894d59_tn.jpg
어제,본오동,멕시카나-안산고잔점,ql**님,어제,멕시핀（눈꽃치즈）/1,단골집 치킨 퀄 장난없음,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/db3cd4af586a3d324b34185bd6dbfc8e_tn.jpg
어제,본오동,멕시카나-안산고잔점,k7**님,어제,후라이드치킨/1,양100점 맛100점 배달100점 입니다ㅋㅋ,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/ed6170be60d8a49846ab869373746091_tn.jpg
어제,본오동,멕시카나-안산고잔점,cs**님,어제,순살양념치킨/1,맛있게 잘먹었습니다 ~,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/87d193e922f436175d197f0f58f81952_tn.jpg
어제,본오동,멕시카나-안산고잔점,ya**님,어제,후라이드치킨/1,배송도 빠르고 바싹 튀겨서 고기육즙 살아있네요 너무 잘먹었습니다,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/3ddf7f50e2dc1f3c61379b7c7d0d29e7_tn.jpg
어제,본오동,멕시카나-안산고잔점,rd**님,어제,순살마늘알마니치킨＋단짠감자치즈볼1개/1,맛나게 잘먹었습니다~ 서비스도 감사드려요,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/20fb21b82856d38f2c6ccf4e6c2ea1ed_tn.jpg
2일 전,본오동,멕시카나-안산고잔점,ss**님,2일 전,까르보불닭치킨/1,너무 좋아용 ㅎㅎㅎㅎㅎ,5,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
2일 전,본오동,멕시카나-안산고잔점,mc**님,2일 전,"투마리세트/1(치킨선택 1(후라이드),치킨선택 2(양념치킨))",오늘도맛나게잘먹었어요,5,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
2일 전,본오동,멕시카나-안산고잔점,sr**님,2일 전,"투마리세트/1(치킨선택 1(간장치킨),치킨선택 2(뿌리고（매콤달콤한맛）))",자주먹는 멕시카나양 많고 저렴하고 맛있어요~,4,5,4,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/4cf1b34eb32a755c5c5303fca22de56f_tn.jpg
2일 전,본오동,멕시카나-안산고잔점,rk**님,2일 전,"반반치킨/1(반반 선택(후라이드 반,양념치킨 반))",후라이드 색깔만봐도 신선한 기름에 튀긴게 보이더라구요! 너무 맛있게 잘 먹었습니다!!,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/82c7ac450f63b0a102c8e36cbadfc3b5_tn.jpg
3일 전,본오동,멕시카나-안산고잔점,ss**님,3일 전,마늘알마니치킨＋단짠감자치즈볼1개/1,감자치즈볼 크고 맛남마늘소스도 새콤하고 좋았음소스양도 넉넉해서 괜찮음소스없이 그냥 치킨도 맛있어서 만족,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/55a05fc8b2b6b6fc60d4d7ccc4241282_tn.jpg
3일 전,본오동,멕시카나-안산고잔점,ha**님,3일 전,"반반치킨/1(반반 선택(후라이드 반,양념치킨 반))",이집은 세상에서제일맛잇는 치킨집입니다.왜안뜨나햇엇는데 ㅜㅜ어서몸건강해지세요사장님,5,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
3일 전,본오동,멕시카나-안산고잔점,hm**님,3일 전,"투마리세트/1(치킨선택 1(후라이드),치킨선택 2(간장치킨))",역시 저번처럼 맛있었습니다~~,5,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
6일 전,본오동,멕시카나-안산고잔점,qk**님,6일 전,"순살세트/1(순살선택 1(순살파닭),순살선택 2(순살땡초치킨)),케이준 V컷 감자/1",가끔씩 시켜먹는데 치킨이 굉장히 바삭하고 살도 부드럽고 맛있습니다. 배달도 엄청 빠르구요,5,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 10월 19일,본오동,멕시카나-안산고잔점,48**님,2021년 10월 19일,후라이드치킨/1,밥 안 먹는 둘째가 자꾸 치킨만 먹으려해서 또 주문했어요 치밥은 먹네요 ㅠㅠ,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/d016a282c4361e8f6ca499d5367179ca_tn.jpg
2021년 10월 17일,본오동,멕시카나-안산고잔점,id**님,2021년 10월 17일,뿌리고（오리지날）/1,항상 맛잇게 잘먹고있습니다,5,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 10월 16일,본오동,멕시카나-안산고잔점,ba**님,2021년 10월 16일,후라이드치킨/1,맛있게 잘먹었습니다~,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/604f377d4fa4f7fbe90c4e7bec2bf57f_tn.jpg
2021년 10월 16일,본오동,멕시카나-안산고잔점,ma**님,2021년 10월 16일,모두의마요치킨/1,진짜 맛있었어요 ㅎㅎ 최고,5,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 10월 15일,본오동,멕시카나-안산고잔점,fo**님,2021년 10월 15일,"반반치킨/1(반반 선택(양념치킨 반,간장 반))",평소보다 뭔가 퍽살이 많은 듯 해서그 부분이 좀 아쉬웠습니다..개인적으로 간장은 별로였어요후라이드 양념 반반이 더 낫네요~,4,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/e50731ed295ec82bcf14833e304e7ab6_tn.jpg
2021년 10월 14일,본오동,멕시카나-안산고잔점,kh**님,2021년 10월 14일,후라이드치킨/1,치킨이 진짜 바삭해요....너무 맛있게 먹었습니다 주신 소스도 맛있어서 긁어먹었네요ㅎㅎ,5,5,5,다리수술로 인하여 월월일까지 휴무하게되어 알려드림니다월일부터정상 영업합니다멕시카나 안산고잔점을 찾아주시고 리뷰 남겨주셔서 대단히 감사드립니다멕시카나의 자부심과 긍지는 모든육계와 부자재을 년동안 오로지 고객님들의 맛춤입맛에 맞는 먹거리을 제공하는 것만 고민 고집하는 본사로부터 공급받아 사용하고 있음을 알려드리며 본사레시피 철저한 준수로멕시카나은 고객님들께 사랑받고 있습니다,이미지는 없어요
2021년 10월 13일,본오동,멕시카나-안산고잔점,li**님,2021년 10월 13일,순살땡초치킨/1,뼈치킨이 좀 더 나은거같아요 퍽살이많아아쉽,5,5,5,다리수술로 인하여 월월일까지 휴무하게되어 알려드림니다월일부터정상 영업합니다멕시카나 안산고잔점을 찾아주시고 리뷰 남겨주셔서 대단히 감사드립니다멕시카나의 자부심과 긍지는 모든육계와 부자재을 년동안 오로지 고객님들의 맛춤입맛에 맞는 먹거리을 제공하는 것만 고민 고집하는 본사로부터 공급받아 사용하고 있음을 알려드리며 본사레시피 철저한 준수로멕시카나은 고객님들께 사랑받고 있습니다,https://rev-static.yogiyo.co.kr/8bd3e02ec9dac235b8b1a03bcc95ce73_tn.jpg
2021년 10월 13일,본오동,멕시카나-안산고잔점,li**님,2021년 10월 13일,땡초치킨/1(소스 추가(불닭마요소스（매콤고소）)),메시카나 최애메뉴 불닭 땡초 투탑~,5,5,5,다리수술로 인하여 월월일까지 휴무하게되어 알려드림니다월일부터정상 영업합니다멕시카나 안산고잔점을 찾아주시고 리뷰 남겨주셔서 대단히 감사드립니다멕시카나의 자부심과 긍지는 모든육계와 부자재을 년동안 오로지 고객님들의 맛춤입맛에 맞는 먹거리을 제공하는 것만 고민 고집하는 본사로부터 공급받아 사용하고 있음을 알려드리며 본사레시피 철저한 준수로멕시카나은 고객님들께 사랑받고 있습니다,https://rev-static.yogiyo.co.kr/9c797998763cc54189cd09f1760b4cef_tn.jpg
2021년 10월 13일,본오동,멕시카나-안산고잔점,gp**님,2021년 10월 13일,반반치킨（후라이드＋양념）/1,맛있게 잘 먹었습니다! 소스도 다양하고 다 맛있었어요ㅎㅎ,5,5,5,다리수술로 인하여 월월일까지 휴무하게되어 알려드림니다월일부터정상 영업합니다멕시카나 안산고잔점을 찾아주시고 리뷰 남겨주셔서 대단히 감사드립니다멕시카나의 자부심과 긍지는 모든육계와 부자재을 년동안 오로지 고객님들의 맛춤입맛에 맞는 먹거리을 제공하는 것만 고민 고집하는 본사로부터 공급받아 사용하고 있음을 알려드리며 본사레시피 철저한 준수로멕시카나은 고객님들께 사랑받고 있습니다,https://rev-static.yogiyo.co.kr/dd797a7d256aa6a06743e39e4e602ce9_tn.jpg
2021년 10월 12일,본오동,멕시카나-안산고잔점,wl**님,2021년 10월 12일,불닭치킨/1,너무 맛있게 잘먹었습니다! 살도 퍽퍽하지 않구 맛있게 먹었어요ㅠㅠ,5,5,0,다리수술로 인하여 월월일까지 휴무하게되어 알려드림니다월일부터정상 영업합니다멕시카나 안산고잔점을 찾아주시고 리뷰 남겨주셔서 대단히 감사드립니다멕시카나의 자부심과 긍지는 모든육계와 부자재을 년동안 오로지 고객님들의 맛춤입맛에 맞는 먹거리을 제공하는 것만 고민 고집하는 본사로부터 공급받아 사용하고 있음을 알려드리며 본사레시피 철저한 준수로멕시카나은 고객님들께 사랑받고 있습니다,https://rev-static.yogiyo.co.kr/0b903672d9b183e3020cb040d4fb737d_tn.jpg
2021년 10월 12일,본오동,멕시카나-안산고잔점,gh**님,2021년 10월 12일,후라이드치킨/1,"양이좀 적어졌나, ...?",4,4,4,다리수술로 인하여 월월일까지 휴무하게되어 알려드림니다월일부터정상 영업합니다멕시카나 안산고잔점을 찾아주시고 리뷰 남겨주셔서 대단히 감사드립니다멕시카나의 자부심과 긍지는 모든육계와 부자재을 년동안 오로지 고객님들의 맛춤입맛에 맞는 먹거리을 제공하는 것만 고민 고집하는 본사로부터 공급받아 사용하고 있음을 알려드리며 본사레시피 철저한 준수로멕시카나은 고객님들께 사랑받고 있습니다,이미지는 없어요
2021년 10월 12일,본오동,멕시카나-안산고잔점,hw**님,2021년 10월 12일,파닭/1(소스 추가(양념소스)),잘먹엇습니다 조금 배달이 느리지만..,5,5,1,다리수술로 인하여 월월일까지 휴무하게되어 알려드림니다월일부터정상 영업합니다멕시카나 안산고잔점을 찾아주시고 리뷰 남겨주셔서 대단히 감사드립니다멕시카나의 자부심과 긍지는 모든육계와 부자재을 년동안 오로지 고객님들의 맛춤입맛에 맞는 먹거리을 제공하는 것만 고민 고집하는 본사로부터 공급받아 사용하고 있음을 알려드리며 본사레시피 철저한 준수로멕시카나은 고객님들께 사랑받고 있습니다,이미지는 없어요
2021년 10월 12일,본오동,멕시카나-안산고잔점,ia**님,2021년 10월 12일,허니벌꿀치킨/1,바삭하니 아이들이 너무 맛있게 먹었어요.엄마 이 치킨 너무 맛있어~ 해줘서 저도 기분이 좋았네요. 감사해요~,5,5,5,다리수술로 인하여 월월일까지 휴무하게되어 알려드림니다월일부터정상 영업합니다멕시카나 안산고잔점을 찾아주시고 리뷰 남겨주셔서 대단히 감사드립니다멕시카나의 자부심과 긍지는 모든육계와 부자재을 년동안 오로지 고객님들의 맛춤입맛에 맞는 먹거리을 제공하는 것만 고민 고집하는 본사로부터 공급받아 사용하고 있음을 알려드리며 본사레시피 철저한 준수로멕시카나은 고객님들께 사랑받고 있습니다,이미지는 없어요
2021년 10월 12일,본오동,멕시카나-안산고잔점,in**님,2021년 10월 12일,"반반치킨/1(반반 선택(후라이드 반,양념치킨 반))",반반 시켰는데 5살 아이도 양념을 잘 먹네요양도 많아요,5,5,5,다리수술로 인하여 월월일까지 휴무하게되어 알려드림니다월일부터정상 영업합니다멕시카나 안산고잔점을 찾아주시고 리뷰 남겨주셔서 대단히 감사드립니다멕시카나의 자부심과 긍지는 모든육계와 부자재을 년동안 오로지 고객님들의 맛춤입맛에 맞는 먹거리을 제공하는 것만 고민 고집하는 본사로부터 공급받아 사용하고 있음을 알려드리며 본사레시피 철저한 준수로멕시카나은 고객님들께 사랑받고 있습니다,이미지는 없어요
2021년 10월 12일,본오동,멕시카나-안산고잔점,48**님,2021년 10월 12일,후라이드치킨/1(소스 추가(불닭마요소스（매콤고소）)),역시 후라이드는 멕시카나~^^ 맛있게 아이들이랑 먹었어요,5,5,5,다리수술로 인하여 월월일까지 휴무하게되어 알려드림니다월일부터정상 영업합니다멕시카나 안산고잔점을 찾아주시고 리뷰 남겨주셔서 대단히 감사드립니다멕시카나의 자부심과 긍지는 모든육계와 부자재을 년동안 오로지 고객님들의 맛춤입맛에 맞는 먹거리을 제공하는 것만 고민 고집하는 본사로부터 공급받아 사용하고 있음을 알려드리며 본사레시피 철저한 준수로멕시카나은 고객님들께 사랑받고 있습니다,https://rev-static.yogiyo.co.kr/8cf1bd83e16d5da00681921f4032030f_tn.jpg
2021년 10월 12일,본오동,멕시카나-안산고잔점,he**님,2021년 10월 12일,순살뿌리고（오리지날）/1,맛있게 잘 먹었습니다~!,5,5,5,다리수술로 인하여 월월일까지 휴무하게되어 알려드림니다월일부터정상 영업합니다멕시카나 안산고잔점을 찾아주시고 리뷰 남겨주셔서 대단히 감사드립니다멕시카나의 자부심과 긍지는 모든육계와 부자재을 년동안 오로지 고객님들의 맛춤입맛에 맞는 먹거리을 제공하는 것만 고민 고집하는 본사로부터 공급받아 사용하고 있음을 알려드리며 본사레시피 철저한 준수로멕시카나은 고객님들께 사랑받고 있습니다,https://rev-static.yogiyo.co.kr/0df11b2269be8e610b364c2f642b2525_tn.jpg
2021년 10월 11일,본오동,멕시카나-안산고잔점,tl**님,2021년 10월 11일,반반치킨（후라이드＋양념）/1,열열열열열열열열열열,5,5,5,다리수술로 인하여 월월일까지 휴무하게되어 알려드림니다월일부터정상 영업합니다멕시카나 안산고잔점을 찾아주시고 리뷰 남겨주셔서 대단히 감사드립니다멕시카나의 자부심과 긍지는 모든육계와 부자재을 년동안 오로지 고객님들의 맛춤입맛에 맞는 먹거리을 제공하는 것만 고민 고집하는 본사로부터 공급받아 사용하고 있음을 알려드리며 본사레시피 철저한 준수로멕시카나은 고객님들께 사랑받고 있습니다,이미지는 없어요
2021년 10월 11일,본오동,멕시카나-안산고잔점,ss**님,2021년 10월 11일,"순살반반/1(순살반반 선택(순살후라이드 반,순살양념치킨 반))",순살 반반 입니다.너무 짜지않고 맛있었습니다,5,5,5,다리수술로 인하여 월월일까지 휴무하게되어 알려드림니다월일부터정상 영업합니다멕시카나 안산고잔점을 찾아주시고 리뷰 남겨주셔서 대단히 감사드립니다멕시카나의 자부심과 긍지는 모든육계와 부자재을 년동안 오로지 고객님들의 맛춤입맛에 맞는 먹거리을 제공하는 것만 고민 고집하는 본사로부터 공급받아 사용하고 있음을 알려드리며 본사레시피 철저한 준수로멕시카나은 고객님들께 사랑받고 있습니다,https://rev-static.yogiyo.co.kr/91250384885a6e6f43eadb5d346bde85_tn.jpg
2021년 10월 11일,본오동,멕시카나-안산고잔점,mo**님,2021년 10월 11일,뿌리고（오리지날）/1,음... 제 스타일은 아니었어요......,2,5,3,다리수술로 인하여 월월일까지 휴무하게되어 알려드림니다월일부터정상 영업합니다멕시카나 안산고잔점을 찾아주시고 리뷰 남겨주셔서 대단히 감사드립니다멕시카나의 자부심과 긍지는 모든육계와 부자재을 년동안 오로지 고객님들의 맛춤입맛에 맞는 먹거리을 제공하는 것만 고민 고집하는 본사로부터 공급받아 사용하고 있음을 알려드리며 본사레시피 철저한 준수로멕시카나은 고객님들께 사랑받고 있습니다,https://rev-static.yogiyo.co.kr/d26ef67635cfa24c60ad875c62e73476_tn.jpg
2021년 10월 11일,본오동,멕시카나-안산고잔점,wa**님,2021년 10월 11일,"순살양념치킨/1,더블치즈볼/1",요기요 할인이벤트해서 시켰는데 배달이 늦었지만 넘 만족했어요. 숨어있는 치킨맛집 찾음!!! 양념치킨 순살인데도 양많아서 깜놀했어요 ㅋㅋㅋㅋ 그리고 치즈볼 진짜맛있어요!!! bhc 뺨치는 치즈볼 드디어 찾은느낌 ㄹㅇ 꼭시키기~~~ 재주문의사 매우 많습니다,5,5,5,다리수술로 인하여 월월일까지 휴무하게되어 알려드림니다월일부터정상 영업합니다멕시카나 안산고잔점을 찾아주시고 리뷰 남겨주셔서 대단히 감사드립니다멕시카나의 자부심과 긍지는 모든육계와 부자재을 년동안 오로지 고객님들의 맛춤입맛에 맞는 먹거리을 제공하는 것만 고민 고집하는 본사로부터 공급받아 사용하고 있음을 알려드리며 본사레시피 철저한 준수로멕시카나은 고객님들께 사랑받고 있습니다,https://rev-static.yogiyo.co.kr/8a919741ecdc4db1fc01471c688769bf_tn.jpg
2021년 10월 11일,본오동,멕시카나-안산고잔점,98**님,2021년 10월 11일,"반반치킨/1(반반 선택(양념치킨 반,뿌리고（눈꽃치즈맛） 반))",양념은 기대 안했는데 너무 맛있었어요,5,5,5,다리수술로 인하여 월월일까지 휴무하게되어 알려드림니다월일부터정상 영업합니다멕시카나 안산고잔점을 찾아주시고 리뷰 남겨주셔서 대단히 감사드립니다멕시카나의 자부심과 긍지는 모든육계와 부자재을 년동안 오로지 고객님들의 맛춤입맛에 맞는 먹거리을 제공하는 것만 고민 고집하는 본사로부터 공급받아 사용하고 있음을 알려드리며 본사레시피 철저한 준수로멕시카나은 고객님들께 사랑받고 있습니다,https://rev-static.yogiyo.co.kr/9305da14d3eb472954f3e6e2e768695a_tn.jpg
2021년 10월 11일,본오동,멕시카나-안산고잔점,my**님,2021년 10월 11일,반반치킨（후라이드＋양념）/1,맛있어요~~~ 추천추천,5,5,5,다리수술로 인하여 월월일까지 휴무하게되어 알려드림니다월일부터정상 영업합니다멕시카나 안산고잔점을 찾아주시고 리뷰 남겨주셔서 대단히 감사드립니다멕시카나의 자부심과 긍지는 모든육계와 부자재을 년동안 오로지 고객님들의 맛춤입맛에 맞는 먹거리을 제공하는 것만 고민 고집하는 본사로부터 공급받아 사용하고 있음을 알려드리며 본사레시피 철저한 준수로멕시카나은 고객님들께 사랑받고 있습니다,이미지는 없어요
2021년 10월 11일,본오동,멕시카나-안산고잔점,de**님,2021년 10월 11일,후라이드치킨/1,두번째시켜먹어요.후라이드 진짜바삭하고 좋아요,5,5,5,다리수술로 인하여 월월일까지 휴무하게되어 알려드림니다월일부터정상 영업합니다멕시카나 안산고잔점을 찾아주시고 리뷰 남겨주셔서 대단히 감사드립니다멕시카나의 자부심과 긍지는 모든육계와 부자재을 년동안 오로지 고객님들의 맛춤입맛에 맞는 먹거리을 제공하는 것만 고민 고집하는 본사로부터 공급받아 사용하고 있음을 알려드리며 본사레시피 철저한 준수로멕시카나은 고객님들께 사랑받고 있습니다,이미지는 없어요
2021년 10월 11일,본오동,멕시카나-안산고잔점,sa**님,2021년 10월 11일,반반치킨（후라이드＋양념）/1,맛있게 잘먹었습니다,5,5,0,다리수술로 인하여 월월일까지 휴무하게되어 알려드림니다월일부터정상 영업합니다멕시카나 안산고잔점을 찾아주시고 리뷰 남겨주셔서 대단히 감사드립니다멕시카나의 자부심과 긍지는 모든육계와 부자재을 년동안 오로지 고객님들의 맛춤입맛에 맞는 먹거리을 제공하는 것만 고민 고집하는 본사로부터 공급받아 사용하고 있음을 알려드리며 본사레시피 철저한 준수로멕시카나은 고객님들께 사랑받고 있습니다,https://rev-static.yogiyo.co.kr/989ef82b1f8e81683f78163dd9266b88_tn.jpg
2021년 10월 11일,본오동,멕시카나-안산고잔점,ho**님,2021년 10월 11일,"멕시핀（후라이드）/1(소스 추가(불닭마요소스（매콤고소）,머스터드소스))",Very good.,4,4,4,다리수술로 인하여 월월일까지 휴무하게되어 알려드림니다월일부터정상 영업합니다멕시카나 안산고잔점을 찾아주시고 리뷰 남겨주셔서 대단히 감사드립니다멕시카나의 자부심과 긍지는 모든육계와 부자재을 년동안 오로지 고객님들의 맛춤입맛에 맞는 먹거리을 제공하는 것만 고민 고집하는 본사로부터 공급받아 사용하고 있음을 알려드리며 본사레시피 철저한 준수로멕시카나은 고객님들께 사랑받고 있습니다,https://rev-static.yogiyo.co.kr/223c84a49c4cbec8c46137b7b130c1f9_tn.jpg
2021년 10월 11일,본오동,멕시카나-안산고잔점,go**님,2021년 10월 11일,후라이드치킨/1,정말 맛있게 잘먹었습니다.후라이드가 너무 맛있어서 그런지 후라이드말고다른 양념류들도 궁금하네요오랜만에 기분좋게 식사했습니다~,5,5,5,다리수술로 인하여 월월일까지 휴무하게되어 알려드림니다월일부터정상 영업합니다멕시카나 안산고잔점을 찾아주시고 리뷰 남겨주셔서 대단히 감사드립니다멕시카나의 자부심과 긍지는 모든육계와 부자재을 년동안 오로지 고객님들의 맛춤입맛에 맞는 먹거리을 제공하는 것만 고민 고집하는 본사로부터 공급받아 사용하고 있음을 알려드리며 본사레시피 철저한 준수로멕시카나은 고객님들께 사랑받고 있습니다,https://rev-static.yogiyo.co.kr/7011aa432e74242e540926b11bd4cad9_tn.jpg
2021년 10월 10일,본오동,멕시카나-안산고잔점,kk**님,2021년 10월 10일,후라이드치킨/1,진짜 맛있음 ㅎㅎ  음료수 잘 마실게요,5,5,5,다리수술로 인하여 월월일까지 휴무하게되어 알려드림니다월일부터정상 영업합니다멕시카나 안산고잔점을 찾아주시고 리뷰 남겨주셔서 대단히 감사드립니다멕시카나의 자부심과 긍지는 모든육계와 부자재을 년동안 오로지 고객님들의 맛춤입맛에 맞는 먹거리을 제공하는 것만 고민 고집하는 본사로부터 공급받아 사용하고 있음을 알려드리며 본사레시피 철저한 준수로멕시카나은 고객님들께 사랑받고 있습니다,이미지는 없어요
