크롤링시간,지역,가게이름,아이디,몇시간전,주문내용,댓글,맛,양,배달,사장,사진주소
2021년 8월 23일,사동,BHC-안산사동점,wl**님,2021년 8월 23일,뿌링클 콤보＋치즈볼/1,양념이 많아서 좋았어요;!,5,5,4,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 8월 22일,사동,BHC-안산사동점,ks**님,2021년 8월 22일,뿌링클 콤보＋치즈볼/1,감사합니다~~!!!!,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/bec730a68e3053099d6d968195fec972_tn.jpg
2021년 8월 22일,사동,BHC-안산사동점,yo**님,2021년 8월 22일,뿌링클 콤보＋치즈볼/1(변경&추가(뿌링뿌링소스 추가)),맛있습니다 맛있습니다,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/bc5a0c7c4cc455e7a485abccc122408f_tn.jpg
2021년 8월 22일,사동,BHC-안산사동점,zz**님,2021년 8월 22일,골드킹 순살/1,맛이 끝내줍니다요,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/04de90af4357cb61379f3bba00b831ac_tn.jpg
2021년 8월 22일,사동,BHC-안산사동점,rl**님,2021년 8월 22일,뿌링클 콤보＋치즈볼/1,콤보도좋네요 히히 항상 감사합니다,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/16ed9f8119c9f4c21d88048c1f6232b0_tn.jpg
2021년 8월 22일,사동,BHC-안산사동점,st**님,2021년 8월 22일,뿌링클순살/1,오랜만에 먹었는데 너무 맛있었어요!,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/da8a7b686d645e3587ea17731597b01d_tn.jpg
2021년 8월 22일,사동,BHC-안산사동점,zm**님,2021년 8월 22일,"맛초킹 윙/1,후라이드 윙/1,뿌링소떡/1,뿌링치즈스틱/1,뿌링뿌링소스/1",치킨도 맛있고 다른사이드메뉴도 맛있었는데 제입엠 맛초킹이 조금달았눈데 맛있었어요!,5,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 8월 22일,사동,BHC-안산사동점,wa**님,2021년 8월 22일,뿌링클 콤보＋치즈볼/1,너무 맛있어요.치킨 많았어요.좋아해요.,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/dfb85b3223333c8146c023db9a1f40d5_tn.jpg
2021년 8월 22일,사동,BHC-안산사동점,ho**님,2021년 8월 22일,"후라이드 콤보/1(디저트(뿌링소떡,뿌링치즈스틱))",뿌링클치즈스틱 바삭함은없고왜케눅눅하죠?치즈가루다녹아들러붙어서 짠맛뿐..치즈가루가아니고액체소스인가요?,4,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 8월 21일,사동,BHC-안산사동점,yo**님,2021년 8월 21일,뿌링클 콤보＋치즈볼/1,너무 너무 맛있어용!!,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/2196a3ef2f308cac6dc8c92bd4dd55ec_tn.jpg
2021년 8월 19일,사동,BHC-안산사동점,10**님,2021년 8월 19일,뿌링클 콤보＋치즈볼/1,항상 맛있게 잘 먹고 있습니다,5,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 8월 19일,사동,BHC-안산사동점,hy**님,2021년 8월 19일,골드킹 콤보/1,늘 맛있게 먹고있어요~^^,5,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 8월 18일,사동,BHC-안산사동점,yu**님,2021년 8월 18일,맛초킹（반）＋치즈볼/1,진전 너무 맛있어요,5,5,4,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/430fa4d020a4d47dfb4bc4915c426db4_tn.jpg
2021년 8월 17일,사동,BHC-안산사동점,to**님,2021년 8월 17일,뿌링클 콤보＋치즈볼/1(변경&추가(뿌링 치즈볼로 변경)),역시 뿌링클입니다 😃👍,5,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 8월 16일,사동,BHC-안산사동점,pu**님,2021년 8월 16일,포테킹 후라이드 콤보＋뿌링멘보샤/1,남김없이 다처리했네요 맛있어요,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/f25bf932807e08514a2fc534de5f05d8_tn.jpg
2021년 8월 15일,사동,BHC-안산사동점,db**님,2021년 8월 15일,"뿌링클/1(변경&추가(맵소사소스 추가),디저트(뿌링감자),옵션(콜라1.25L))",뿌링클 존맛ㅎㅎㅎㅎ,5,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 8월 15일,사동,BHC-안산사동점,uk**님,2021년 8월 15일,"골드킹 순살/1,뿌링감자/1",오랜만에 시켜먹었네요 맛있어요,5,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 8월 14일,사동,BHC-안산사동점,yo**님,2021년 8월 14일,하바네로 포테킹 후라이드/1,맛있게 잘 먹었습니다,5,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 8월 14일,사동,BHC-안산사동점,yi**님,2021년 8월 14일,"하바네로 포테킹 후라이드/1(디저트(뿌링치즈볼)),핫후라이드/1",맛있게 잘먹었습니다.,5,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 8월 12일,사동,BHC-안산사동점,sk**님,2021년 8월 12일,뿌링클 콤보/1,역시 쁘링클!!! 맛있어요,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/3c0b8dcb5042908479af1619a11565de_tn.jpg
2021년 8월 12일,사동,BHC-안산사동점,ff**님,2021년 8월 12일,"뿌링클순살/1(변경&추가(뿌링뿌링소스 추가),디저트(달콤바삭치즈볼,뿌링치즈볼))",잘먹었습니다!!!!,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/5acb12215c59dbdf7c89bc29b8be6985_tn.jpg
2021년 8월 11일,사동,BHC-안산사동점,   손님,2021년 8월 11일,"하바네로 포테킹 후라이드/1(옵션(콜라1.25L)),뿌링클/1",오늘 먹으면서 역시 BHC라는 말이 저절로 나오더라구요!,5,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 8월 9일,사동,BHC-안산사동점,dw**님,2021년 8월 9일,핫후라이드/1,존맛탱탱구리~~~~,5,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 8월 9일,사동,BHC-안산사동점,al**님,2021년 8월 9일,"뿌링클 콤보/1(디저트(달콤바삭치즈볼,뿌링감자))",정말 맛있게 먹었어요,5,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 8월 8일,사동,BHC-안산사동점,mi**님,2021년 8월 8일,"하바네로 포테킹 후라이드/1,생맥주1000cc/1",와! 길게 못 써요😅맛있어요😋추천합니다☺️,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/b1155035b90373512f780826cb61ac9d_tn.jpg
2021년 8월 8일,사동,BHC-안산사동점,ch**님,2021년 8월 8일,골드킹 콤보＋치즈볼/1,잘먹었습니다   단골맛집,5,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 8월 8일,사동,BHC-안산사동점,ba**님,2021년 8월 8일,뿌링클 콤보＋치즈볼/1,쿠폰 사용해서 시켰어요. 막내가 전부터 뿌링클 노래불러서 시켰는데 넘 잘먹네요,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/09857bc88f3e5d4cd61bbbad7ebcb443_tn.jpg
2021년 8월 8일,사동,BHC-안산사동점,ff**님,2021년 8월 8일,"뿌링클순살/1,맛초킹순살/1,달콤바삭치즈볼/1,뿌링치즈볼/1",맛있게 잘 먹었습니다 ;)!!,5,4,4,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 8월 8일,사동,BHC-안산사동점,an**님,2021년 8월 8일,뿌링클 콤보＋치즈볼/1,맛있게 잘 먹었습니다.,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/16e10165ba992cd951ff6f8eb4df06ae_tn.jpg
2021년 8월 5일,사동,BHC-안산사동점,je**님,2021년 8월 5일,"포테킹 후라이드 콤보＋치즈볼/1(변경&추가(스윗하바네로소스),디저트(뿌링멘보샤),옵션(콜라1.25L,치킨무))",바삭하고 맛있어요~!,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/74c4220538e13d9a53504bad796b53d7_tn.jpg
2021년 8월 4일,사동,BHC-안산사동점,pi**님,2021년 8월 4일,"뿌링클순살/1,맛초킹순살/1",맛있었어요 너무 다 뻑살인게 좀 아쉽네요,5,5,5,신제품  닭다리살 싸이순살이 있 습니다나머지순살은  닭가슴살입니다,https://rev-static.yogiyo.co.kr/d47a1454c258d4effc3fce950386caa6_tn.jpg
2021년 8월 4일,사동,BHC-안산사동점,en**님,2021년 8월 4일,맛초킹 콤보＋치즈볼/1(변경&추가(뿌링뿌링소스 추가)),맛있어여.......,5,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 8월 3일,사동,BHC-안산사동점,is**님,2021년 8월 3일,맛초킹순살/1,믿고 먹는 BHC약간 눅눅하게 배달왔어요 ㅠㅠ,5,5,4,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 8월 3일,사동,BHC-안산사동점,pa**님,2021년 8월 3일,양념치킨/1,단골로 계속 주문하고 있어요~양념치킨 맛있게 먹었습니다^^,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/59580fe64e0e5bf743b44c3db52d9a16_tn.jpg
2021년 8월 2일,사동,BHC-안산사동점,dl**님,2021년 8월 2일,"하바네로 포테킹 후라이드/1(디저트(뿌링치즈볼),옵션(콜라1.25L))",하바네로포테킹후라이드.첨먹어봣는데 너무너무바삭바삭하고 너무나맛낫어요~~아이들도 넘맛나다며~~~추천추천👍👍집앞이라 자주시켜먹는곳인데 항상맛나게잘먹고있습니다.,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/dabdc3385a6ca25377d9c5d1eac6ecb6_tn.jpg
2021년 8월 2일,사동,BHC-안산사동점,ki**님,2021년 8월 2일,뿌링클 콤보/1(디저트(뿌링치즈볼)),매번 맛있게  잘 먹고 있어요~^^,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/63127b5387f7e09a3700073273208d75_tn.jpg
2021년 8월 1일,사동,BHC-안산사동점,n4**님,2021년 8월 1일,뿌링클/1(디저트(뿌링소떡)),맛있었어요 !! 소떡소떡 너무 맛있어서 담에는 더 많이 시킬까봐요.. ㅎㅎ 많이파세유,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/be6478aaad3103de238e879a69880246_tn.jpg
2021년 7월 29일,사동,BHC-안산사동점,pa**님,2021년 7월 29일,핫후라이드/1,매번 주문하는 치킨집이에요~,5,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 7월 29일,사동,BHC-안산사동점,yq**님,2021년 7월 29일,뿌링클/1,제가 사진을 잘 못찍는데 시즈닝도 엄청 듬뿍 주시고 배달도 빨리 오고 진짜 너무너무 맛있어요!! 다들 여기서 얼른 뿌링클 시키시길...,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/f6efa529d423954f2adbf5d509c7b732_tn.jpg
2021년 7월 28일,사동,BHC-안산사동점,dk**님,2021년 7월 28일,맛초킹순살/1,잘 먹었습니다!!!,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/23aa29bac8bac6546f1dec23698f5453_tn.jpg
2021년 7월 27일,사동,BHC-안산사동점,to**님,2021년 7월 27일,핫후라이드/1,핫후라이드 맛있어요,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/9645e7e3d03dd9dc3d3dd150d07efa17_tn.jpg
2021년 7월 26일,사동,BHC-안산사동점,aa**님,2021년 7월 26일,"뿌링클 스틱/1(변경&추가(뿌링뿌링소스 추가),디저트(뿌링치즈볼,뿌링핫도그,뿌링치즈스틱,뿌링멘보샤),옵션(양념소스)),양념소스/3",언제나 그랬듯 너무 맛있고제가 여기서 오래 시켜먹어서 보장하는데 강추드립니다!,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/5e00e1d3613b40bbab498413b89c058e_tn.jpg
2021년 7월 25일,사동,BHC-안산사동점,pa**님,2021년 7월 25일,후라이드 반／양념 반/1,예상시간보다 빨리도착~후다닥 먹었네요^^,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/fe78974903ce791eb69ac344ad727078_tn.jpg
2021년 7월 25일,사동,BHC-안산사동점,ry**님,2021년 7월 25일,맛초킹/1,바삭하고 맛있게 잘 먹었습니다,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/ca6dafe8384114fbef50370a5c1f43f7_tn.jpg
2021년 7월 25일,사동,BHC-안산사동점,sh**님,2021년 7월 25일,골드킹/1,골드킹 처음 시켰는데 맛있게 잘먹었어요!,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/e1910226a27fa38566d0b3ba69dd106f_tn.jpg
2021년 7월 25일,사동,BHC-안산사동점,rk**님,2021년 7월 25일,커리퀸/1,커리퀸아 단종되지 말아줘 ㅜㅜ,5,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 7월 24일,사동,BHC-안산사동점,mi**님,2021년 7월 24일,후라이드 반／양념 반/1,맛있어요 배달도 빠르고요,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/69c857295cafb38b76cccb3d67748970_tn.jpg
2021년 7월 24일,사동,BHC-안산사동점,ha**님,2021년 7월 24일,포테킹 후라이드/1,맛있어요 !!지난번에 먹을땐 눅눅하고 기름냄새가 심했는데이번엔 바삭하고 냄새도 없이 깔끔했네요,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/03a0ccf57a0dbbb169692710d10dad7d_tn.jpg
2021년 7월 24일,사동,BHC-안산사동점,dl**님,2021년 7월 24일,맛초킹순살/1,잘먹었습니다.,5,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 7월 24일,사동,BHC-안산사동점,kk**님,2021년 7월 24일,맛초킹순살/1,맛있어요!! 가끔 맛초킹 먹고 싶을 때 주문해요!!,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/115c8ef36962d2cc22ec636e1b7a57eb_tn.jpg
2021년 7월 23일,사동,BHC-안산사동점,ud**님,2021년 7월 23일,하바네로 포테킹 후라이드/1(옵션(콜라1.25L)),새론메뉴 감사합니다,5,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 7월 23일,사동,BHC-안산사동점,hh**님,2021년 7월 23일,양념치킨/1,양념치킨 맛있어용 ㅋㅋㅋ 잘먹었습니다,5,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 7월 23일,사동,BHC-안산사동점,pr**님,2021년 7월 23일,뿌링클 콤보/1,양도많고 맛있어요 !! 오자마자 드세요,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/1761a0f2e36702ffb377dbbb88cbc85b_tn.jpg
2021년 7월 22일,사동,BHC-안산사동점,ku**님,2021년 7월 22일,맛초킹 스틱/1,와이프가 다이어트를 포기할만큼 맛있다고 합니다 잘 먹었습니다,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/469fd5ee6e59696847ca45dbec84c789_tn.jpg
2021년 7월 22일,사동,BHC-안산사동점,cw**님,2021년 7월 22일,"맛초킹/1,뿌링미니콜팝/1",양도 많은편이며 맛있어요,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/9af30756c959981d7b8a8f14a59a8c46_tn.jpg
2021년 7월 22일,사동,BHC-안산사동점,cw**님,2021년 7월 22일,뿌링클/1,양도 많은편이며 맛있어요,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/e3c536ba44736e586027ca66194fb6cf_tn.jpg
2021년 7월 22일,사동,BHC-안산사동점,   손님,2021년 7월 22일,"포테킹 후라이드 콤보/1(옵션(치킨무)),펌치킨＋치즈볼/1",맛있네요 ♡♡♡♡♡,5,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 7월 22일,사동,BHC-안산사동점,go**님,2021년 7월 22일,후라이드 콤보/1,"갠적으로 기본 후라이드, 기본양념은 bhc가 가장 좋아요",5,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 7월 22일,사동,BHC-안산사동점,tl**님,2021년 7월 22일,후라이드 윙/1(변경&추가(맵소사소스 추가)),믿고먹는 치킨~~맛도좋고 양도 많아요~~,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/d586d263bc8a43b1a2132aa6e2b45dfb_tn.jpg
2021년 7월 22일,사동,BHC-안산사동점,an**님,2021년 7월 22일,뿌링클순살/1(변경&추가(맵소사소스 추가)),맛있어요요툐요요요요요,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/61eb2b2ff7d0111e96091a0f1e3f9dae_tn.jpg
2021년 7월 22일,사동,BHC-안산사동점,an**님,2021년 7월 22일,뿌링클순살/1,맛있어요요요요요요용,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/05bbe93afd1a6f6c5f40925f5f90f674_tn.jpg
2021년 7월 22일,사동,BHC-안산사동점,ar**님,2021년 7월 22일,후라이드 반／양념 반/1,늘 맛있는치킨!개인적으로 후라이드가 정말 최고네요,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/2b99a3ff7e2c91687c5ff1289b64111c_tn.jpg
2021년 7월 22일,사동,BHC-안산사동점,gh**님,2021년 7월 22일,맛초킹 스틱/1,배달도 빠르고 맛있습니다,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/767cad21a285b20b9e4fb9d6559dd5b5_tn.jpg
2021년 7월 22일,사동,BHC-안산사동점,co**님,2021년 7월 22일,후라이드/1,맛있어요~ 바삭바삭 근데 배달은 문앞에 두고가달라 했는데 딩동~ 대면배달 받았어요~ 요청사항 읽어주시면 좋을듯!,5,5,4,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/5881351ea854288c201d7998e6ddfc61_tn.jpg
2021년 7월 22일,사동,BHC-안산사동점,ak**님,2021년 7월 22일,레드킹/1,ㅣ,3,3,3,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 7월 21일,사동,BHC-안산사동점,su**님,2021년 7월 21일,후라이드/1,너무 느끼했어요ㅠㅠ기름이 덜 빠진걸까요?,3,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/857acc1d403afa4790a19cbd137824b3_tn.jpg
2021년 7월 21일,사동,BHC-안산사동점,db**님,2021년 7월 21일,포테킹 후라이드/1,오랜만에 먹는데 변함없네요,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/18eed9e393d5abd97c683c70e9215640_tn.jpg
2021년 7월 21일,사동,BHC-안산사동점,dk**님,2021년 7월 21일,"뿌링빅콜팝/1,빨간소떡/1",잘 먹었습니다!!!,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/6e981e1662404403f6d4570057edf46c_tn.jpg
2021년 7월 21일,사동,BHC-안산사동점,dk**님,2021년 7월 21일,맛초킹순살/1,잘 먹었습니다!!!,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/1687aba5c594c4f7d4e6077670ec0695_tn.jpg
2021년 7월 21일,사동,BHC-안산사동점,ky**님,2021년 7월 21일,바삭클/1,너무 맛있게 잘먹었어요,5,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 7월 21일,사동,BHC-안산사동점,al**님,2021년 7월 21일,뿌링클＋치즈볼/1,중복이라 배달시간이 음청 늦을거라 생각하고 조금 일찍 시켰는데..생각보다 일찍 배달되어뜨끈뜨끈 하게 맛나게 잘 먹었답니다^^아이들이 뿌링클 넘 좋아해요..오늘도 역시나 너무 맛나게 잘 먹었습니다.,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/84d3e527418851b917b2efdde818099a_tn.jpg
2021년 7월 21일,사동,BHC-안산사동점,yu**님,2021년 7월 21일,핫후라이드/1,오늘은 치킨이 다른날보다 메말랐다고해냐하나...살도 퍽퍽하고  후라이드 색상도 좀 많이 어둡네요...,3,3,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/b6d110d7d1271a8c207d66a60258b3d4_tn.jpg
2021년 7월 21일,사동,BHC-안산사동점,qs**님,2021년 7월 21일,"뿌링클/1,맛초킹/1,케이준프라이/1",맛잇읍니나!!!!!!,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/687c8b9bf4984e8d3edefad85a704964_tn.jpg
2021년 7월 21일,사동,BHC-안산사동점,ra**님,2021년 7월 21일,맛초킹 콤보/1,맛초킹을 넘는 신메뉴가 나왔으면..,5,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 7월 21일,사동,BHC-안산사동점,ra**님,2021년 7월 21일,맛초킹 콤보/1,bhc는 맛초킹 콤보!,5,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 7월 20일,사동,BHC-안산사동점,pk**님,2021년 7월 20일,"포테킹 후라이드 콤보/1,후라이드/1,생맥주1000cc/3",넘 맛있게 먹고 있어요^^,5,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 7월 20일,사동,BHC-안산사동점,wo**님,2021년 7월 20일,후라이드 윙/1(디저트(뿌링치즈스틱)),주방장이  바뀌셨나   ㆍㆍ 윙  튀김옷이  너무  두꺼워서  ㅜ ㅜ 느끼하고   최악이었네요,1,3,4,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 7월 20일,사동,BHC-안산사동점,ag**님,2021년 7월 20일,후라이드/1,완전개실망 입니다. 미리조리해논거 주신건 아니겠지만 껍질을씹으니 즙처럼 기름이나오던군요.내인생 치킨에 생소한경험 입니다.아주 감사합니다 .,1,3,5,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 7월 20일,사동,BHC-안산사동점,12**님,2021년 7월 20일,뿌링클/1,잘 먹었습니다,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/80e54205c9a82b971c33a95899693869_tn.jpg
2021년 7월 20일,사동,BHC-안산사동점,mu**님,2021년 7월 20일,후라이드/1,"할인해서 처음 시켜봤는데, 지금껏 겪지 못한 튀김옷이었습니다. 신선한 바삭함이 느껴지네요. 단골 될 것 같습니다.",5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/4503252849d2c4556c878795c8ae7e6e_tn.jpg
2021년 7월 20일,사동,BHC-안산사동점,je**님,2021년 7월 20일,골드킹/1,맛있어요 골드킹~,5,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 7월 19일,사동,BHC-안산사동점,yu**님,2021년 7월 19일,뿌링클/1,너무 맛있게 먹었어요~,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/2bede05420650cc2c8bd9041fe10ebcf_tn.jpg
2021년 7월 19일,사동,BHC-안산사동점,hy**님,2021년 7월 19일,포테킹 후라이드 콤보/1,포테킹 정말 맛있네요,5,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 7월 19일,사동,BHC-안산사동점,ck**님,2021년 7월 19일,뿌링클 콤보/1,ㅋㅋㅋㅋㅋㅋㅋㅋ 개꿀맛,5,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 7월 19일,사동,BHC-안산사동점,qq**님,2021년 7월 19일,뿌링클 콤보/1(디저트(뿌링치즈볼)),너모너무너모너무 맛있어영,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/fa0c58490aa668639d6bbd7d21200e50_tn.jpg
2021년 7월 19일,사동,BHC-안산사동점,mi**님,2021년 7월 19일,후라이드/1(옵션(콜라1.25L)),맛있어요!#식후감,4,4,4,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 7월 19일,사동,BHC-안산사동점,jy**님,2021년 7월 19일,뿌링클 콤보/1,짱!짱  맛있어요 양념도 많고  아이들이 넘좋아해요,5,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 7월 19일,사동,BHC-안산사동점,ez**님,2021년 7월 19일,"맛초킹/1,포테킹 후라이드/1",포페킹은 조금 느끼함이 강하고 마초킹은 맵기가 약하네요.,4,4,4,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/afdf14e493f8608406f17fb733617c9c_tn.jpg
2021년 7월 19일,사동,BHC-안산사동점,yu**님,2021년 7월 19일,핫후라이드/1,제가 후라이드를 시켰는지 주문서를 다시보고 이상해서 글을남겨요... 치킨은 바삭하고 맛있는데 제가 갠적으로 단게싫어서 양념보다 후라이드를 선호하는편인데 매운게땡겨서 매운맛으로 핫후라이드를 시켰는데....그냥 후라이드랑 뭔차이인가요? 매운소스온것도 사진에도 보다싶이 먹다가 좀 줄긴했지만 다들 아실만한 작은통에 반마리도 찍어먹을수도없는? 그정도이고 맛은 약간에 칼칼한맛에 양념소스이지만 찍어먹어야 핫치킨이 되는건지요? 메뉴에쓰여진 매운맛의 정석이란건 뭐가 정석인지요? 아이러니하네요... 후라이드라 그렇게 매운건 기대않했지만 좀 그렇네요.,1,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/47dfd832dbfd28eec353a5a072dcba2e_tn.jpg
2021년 7월 19일,사동,BHC-안산사동점,dl**님,2021년 7월 19일,핫후라이드/1,잘 먹었습니다.,5,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 7월 19일,사동,BHC-안산사동점,dk**님,2021년 7월 19일,뿌링빅콜팝/1(디저트(빨간소떡)),잘 먹었습니다!!!,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/70972fec027a0c946f76d66c4415ea59_tn.jpg
2021년 7월 18일,사동,BHC-안산사동점,li**님,2021년 7월 18일,"뿌링클순살/1(변경&추가(뿌링뿌링소스 추가),디저트(뿌링핫도그),옵션(콜라1.25L))",배달도 예상 시간보다 빠르고 맛있어요~~,5,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 7월 18일,사동,BHC-안산사동점,86**님,2021년 7월 18일,골드킹 콤보/1,정말 맛있습니다.ㅋㅋㅋ,5,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 7월 18일,사동,BHC-안산사동점,dy**님,2021년 7월 18일,후라이드 반／양념 반/1,오랜만에 치킨 먹으니까 맛있어요 ㅎㅎ,5,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 7월 17일,사동,BHC-안산사동점,ha**님,2021년 7월 17일,"골드킹/1(변경&추가(뿌링뿌링소스 추가),디저트(달콤바삭치즈볼))",요기요에서 첫 주문인데 넘 맛있어요~~~~~♡♡♡,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/91ea9970ae2094cd8d1462c0f86b37ba_tn.jpg
2021년 7월 17일,사동,BHC-안산사동점,th**님,2021년 7월 17일,뿌링클/1(변경&추가(뿌링뿌링소스 추가)),맛있게잘먹었습니다,5,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 7월 17일,사동,BHC-안산사동점,yu**님,2021년 7월 17일,맛초킹/1,위에 올려진 고추도 싱싱하고 단짠단짠~♡맛있게 잘먹었습니다.,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/4dc6f88650fa05651985a20045e0dc11_tn.jpg
