크롤링시간,지역,가게이름,아이디,몇시간전,주문내용,댓글,맛,양,배달,사장,사진주소
4일 전,본오동,뉴욕버거앤치킨-사동점,ph**님,4일 전,"해쉬브라운 치킨버거/1,[버거맛집]싱글세트/1(버거선택(갈릭치킹버거 선택))",맛있게 잘 먹었습니다~^^,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/603b14b66f9e60ef0aa9e3f64d46b0c8_tn.jpg
6일 전,본오동,뉴욕버거앤치킨-사동점,il**님,6일 전,뉴욕육해공box/1(치킹버거선택(치킹버거（갈릭）)),양많고 맛있어요 ~~~,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/90ba323df8bd77edcc447d96930ca468_tn.jpg
2021년 10월 25일,본오동,뉴욕버거앤치킨-사동점,sk**님,2021년 10월 25일,갈릭치킹버거세트/1(사이드선택(빅후렌치 후라이)),너무 맛있다 담에 또먹을래요,5,5,0,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/9b1eb51908c39522637e1635886275e9_tn.jpg
2021년 10월 21일,본오동,뉴욕버거앤치킨-사동점,be**님,2021년 10월 21일,뉴욕육해공box/1(치킹버거선택(치킹버거（갈릭）)),햄버거 맛있습니다.,5,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 10월 21일,본오동,뉴욕버거앤치킨-사동점,sa**님,2021년 10월 21일,"뉴욕버거 세트/1(사이드선택(어니언링)),갈릭치킹버거세트/1(사이드선택(어니언링))",맛있게 잘 먹었습니다,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/53714122d99d29da8499450f74389d0d_tn.jpg
2021년 10월 17일,본오동,뉴욕버거앤치킨-사동점,cj**님,2021년 10월 17일,"갈릭치킹버거/1(추가선택메뉴(체다치즈)),리얼딥치즈버거/1,프라이 팩/1",처음 먹어봤는데 맛있었어요 !!!!,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/8bf8adebddeacb00db2ce431b3611f3f_tn.jpg
2021년 10월 17일,본오동,뉴욕버거앤치킨-사동점,ye**님,2021년 10월 17일,"뉴욕버거/1(추가선택메뉴(계란)),더블 스테이크 버거 세트/1(추가선택메뉴(베이컨),사이드선택(빅후렌치 후라이)),콜라 1.25l/1",고기 패티를 사용하는 버거중에는 가장 깔끔했고 브모님 입맛에는 별로였으나 학생인 제 입맛엔 부담스럽지 않고 되게 좋았어요,5,4,4,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 10월 15일,본오동,뉴욕버거앤치킨-사동점,yo**님,2021년 10월 15일,투게더 box/1(치킹버거선택(치킹버거（갈릭）)),포테이토 대박 맛있네요 햄버거도 맛있었음,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/5e03ba2aaecbbc40ed7158b0005ff58c_tn.jpg
2021년 10월 15일,본오동,뉴욕버거앤치킨-사동점,ch**님,2021년 10월 15일,"갈릭치킹버거세트/1(사이드선택(빅후렌치 후라이)),통새우버거 세트/1(사이드선택(빅후렌치 후라이))",너무 맛있게 잘 먹었습니다.번창 하세요.,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/92761b054b909bc42374a8fc400251ae_tn.jpg
2021년 10월 14일,본오동,뉴욕버거앤치킨-사동점,dl**님,2021년 10월 14일,"뉴욕버거/1,통새우버거/1(추가선택메뉴(비프패티)),해쉬브라운 치킨버거/1,프라이 팩/1",맛잇게 잘 먹었습니다~~!!,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/dfa14344fd017b727e40a7fcf4c48803_tn.jpg
2021년 10월 12일,본오동,뉴욕버거앤치킨-사동점,yn**님,2021년 10월 12일,뉴욕육해공box/1(치킹버거선택(치킹버거（갈릭）)),버거야 너는 맛있어서 내 큰입으로 먹으면 금방 사라져버려우리 다음에 또 만나,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/6a30dc3df72422effcc6750cd0009cf8_tn.jpg
2021년 10월 12일,본오동,뉴욕버거앤치킨-사동점,oh**님,2021년 10월 12일,"갈릭치킹버거세트/1(사이드선택(대왕치즈스틱 2조각)),리얼딥치즈버거세트/1(사이드선택(빅후렌치 후라이))",갓갓 버거 갓갓 버거,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/881f0422ccdab3f53c8a8e5d7193c85a_tn.jpg
2021년 10월 11일,본오동,뉴욕버거앤치킨-사동점,ch**님,2021년 10월 11일,"통새우버거/1,비프불고기버거/1,뉴욕버거 세트/1(사이드선택(빅후렌치 후라이))",배달빠르고 요청사항 잘들어주시고 맛있게 잘먹었습니다 서비스도 잘챙겨주시고 감사합니다,5,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 10월 8일,본오동,뉴욕버거앤치킨-사동점,li**님,2021년 10월 8일,연인콤보/1(버거선택(갈리치킹버거 선택)),먹고싶은 메뉴들을 전부 다 먹을 수 있는 구성이라 매우 좋았어요두명이서 먹기 괜찮은 양이었고 맛도 좋았네요특히 감자가 맛있었던 거 같아요,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/a86bb1fe3199a11c53a56ad61cb5e798_tn.jpg
2021년 10월 6일,본오동,뉴욕버거앤치킨-사동점,wu**님,2021년 10월 6일,"갈릭치킹버거/2,해쉬브라운 치킨버거/2","So good，if you like chicken,please try it",5,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 10월 4일,본오동,뉴욕버거앤치킨-사동점,pr**님,2021년 10월 4일,뉴욕베이직box/1,아이가 너무 좋아 해요~오랜만에 햄버거 맛있게 잘 먹었습니다 ~,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/6e32d5a7d95cce6b834a4d30e9b275f8_tn.jpg
2021년 10월 4일,본오동,뉴욕버거앤치킨-사동점,be**님,2021년 10월 4일,"갈릭치킹버거세트/1(사이드선택(더블치즈프라이즈)),더블 스테이크 버거 세트/1(사이드선택(빅후렌치 후라이))",오이 알러지가 있어서 피클빼달라고 요구사항에 적었는데 혹시나 싶어 버거 열어봤더니 피클이 들어있더군요. 아마 실수였겠지만 그대로 먹었다면 고생 좀 했을거 같네요. 앞으로 좀 더 신경써주시는 매장이 되면 좋겠습니다.,1,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 10월 3일,본오동,뉴욕버거앤치킨-사동점,ca**님,2021년 10월 3일,뉴욕육해공box/1(치킹버거선택(치킹버거（칠리）)),치즈뿌려진 감자튀김! 와 진짜 맛있어요.버거는 크기가 좀 작은듯.감튀는 진짜 최고네요,5,3,5,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 10월 1일,본오동,뉴욕버거앤치킨-사동점,dk**님,2021년 10월 1일,연인콤보/1(버거선택(갈리치킹버거 선택)),.,5,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 9월 29일,본오동,뉴욕버거앤치킨-사동점,hj**님,2021년 9월 29일,"뉴욕버거 세트/1(추가선택메뉴(계란),사이드선택(빅후렌치 후라이)),비프불고기버거 세트/1(추가선택메뉴(체다치즈,해쉬브라운),사이드선택(케이준후렌치 후라이)),어니언링（8pc）/1,더블 치즈프라이즈/1","진짜 너무 너무 맛있게 먹었어요특히 치즈프라이,, 진짜 환장하게 맛있는 맛 치즈 소스랑 샤워크림인가,,? 여튼 생각했던 맛은 절대 아닌데 엄청 맛있음버거도 역시 존맛 ㅜㅜ 뉴욕버거 새콤한 케챱맛 소스도 맛있고 비프불고기도 맛있는데 소스가 적어서인지 소스맛이 안났어요ㅠㅜ그치만 패티도 너무 맛있고 야채도 싱싱해서 맛있게 먹었어요어니언링도 엄청 달고 맛있어유 꼭 드세유",5,4,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/e18f08751a5fba48df2a1ecbf1cc8928_tn.jpg
2021년 9월 28일,본오동,뉴욕버거앤치킨-사동점,bu**님,2021년 9월 28일,"뉴욕버거/1,비프불고기버거 세트/1(사이드선택(빅후렌치 후라이)),프라이 팩/1",맛이 신선하고 깔끔하고  맛있어요^^,5,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 9월 26일,본오동,뉴욕버거앤치킨-사동점,et**님,2021년 9월 26일,"갈릭치킹버거/4,콜라 1.25l/1",받자마자 따듯해서 먹느라 사진도 못 찍었네요. 갈릭치킹이 진리에요. 생각보다 배달도 빨리 왔어요.맛있게 잘 먹었습니다~,5,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 9월 25일,본오동,뉴욕버거앤치킨-사동점,wh**님,2021년 9월 25일,투게더 box/1(치킹버거선택(치킹버거（칠리）)),뉴욕 버거 앤 치킨이란 브랜드는 처음먹어보는데 정말 맛있게 잘먹었습니다.,5,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 9월 24일,본오동,뉴욕버거앤치킨-사동점,sa**님,2021년 9월 24일,"뉴욕버거 세트/1(사이드선택(어니언링)),갈릭치킹버거세트/1(사이드선택(빅후렌치 후라이))",맛있게 잘 먹었습니다,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/8bc1d431214bf005e696b3012cc2fa8b_tn.jpg
2021년 9월 23일,본오동,뉴욕버거앤치킨-사동점,ty**님,2021년 9월 23일,뉴욕육해공box/1(치킹버거선택(치킹버거（갈릭）)),이상하게 치킨버거가 먹고 싶으면 여기만 시키네요,5,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 9월 23일,본오동,뉴욕버거앤치킨-사동점,rs**님,2021년 9월 23일,뉴욕버거 세트/2(사이드선택(빅후렌치 후라이)),맛있게 자럭었어요~,4,4,5,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 9월 16일,본오동,뉴욕버거앤치킨-사동점,do**님,2021년 9월 16일,"갈릭치킹버거/1,뉴욕버거 세트/1(추가선택메뉴(베이컨),사이드선택(대왕치즈스틱 2조각)),콜라 355ml/1",맛있어요~ 최저금액 맞춰서 시켰는데 결국 혼자 다먹어버렸내요;; ㅎ,5,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 9월 15일,본오동,뉴욕버거앤치킨-사동점,du**님,2021년 9월 15일,투게더 box/1(치킹버거선택(치킹버거（갈릭）)),맛있어요 잘 먹었습니다,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/7bf459293bd96f29731acaf575758375_tn.jpg
2021년 9월 13일,본오동,뉴욕버거앤치킨-사동점,ki**님,2021년 9월 13일,"뉴욕버거 세트/1(추가선택메뉴(체다치즈),사이드선택(어니언링)),뉴욕버거 세트/1(추가선택메뉴(체다치즈,해쉬브라운),사이드선택(더블치즈프라이즈)),순살컵치킨（7~8조각）/1,대왕치즈스틱（2조각）/1",마싯습니댜 ㅎㅎㅎㅎ,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/4ad9e68e48d15076833f171750e58632_tn.jpg
2021년 9월 7일,본오동,뉴욕버거앤치킨-사동점,vi**님,2021년 9월 7일,"뉴욕버거/1,치킹버거（갈릭）/1,비프불고기버거/1,킹사이즈（한마리）/1",처음 시켜보는데 맛있네요^^담에도 시켜야겠네요ㅎ,4,5,4,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 9월 6일,본오동,뉴욕버거앤치킨-사동점,an**님,2021년 9월 6일,"바베큐버거/1,비프불고기버거 세트/1(사이드선택(고구마스틱)),비프불고기버거 세트/1(사이드선택(빅후렌치 후라이))",배달 예상시간보다 빨리와서 최고에욧!!양상추도 싱싱하고 속도 푸짐하고 맛있어요 감자튀김.고구마튀김 같이 주문했는데 둘다 바삭하고 감자는 짜지않고 고구마는 달콤해서 단짠바삭 하게 맛있게 먹었어요콜라도 캔으로 주셔서 집에서 얼음넣어먹으니 밍밍하지않고 시원하니 톡쏘네요~,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/9137fbc25145708215d3531171ef69b1_tn.jpg
2021년 9월 5일,본오동,뉴욕버거앤치킨-사동점,so**님,2021년 9월 5일,"뉴욕버거/1,통새우버거/1,비프불고기버거/3",지금까지  이런버거는  없었다!! 버거인가? 예술인가? 추가 셋팅  주문을  하지않은  기본베이스가  이정도  푸짐함이라니 ... 평소  양식을  좋아하지  않는데도  뉴욕버거 만큼은  인정할수밖에  없음,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/928813cea428a016837bcb15156ac546_tn.jpg
2021년 8월 31일,본오동,뉴욕버거앤치킨-사동점,   손님,2021년 8월 31일,"뉴욕베이직box/1,하프크런치치킨（반마리）/1",완전 완전 맛있습니다요 살만해요,5,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 8월 29일,본오동,뉴욕버거앤치킨-사동점,cs**님,2021년 8월 29일,"더블 스테이크 버거 세트/1(추가선택메뉴(계란),사이드선택(빅후렌치 후라이)),뉴욕프렌즈콤보/1",맛잇게 잘 먹었습니다,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/606817de56b6f0a04a6f97579190f12e_tn.jpg
2021년 8월 29일,본오동,뉴욕버거앤치킨-사동점,yo**님,2021년 8월 29일,뉴욕슈비슈비box/1,배달 엄청 빠르네요~~맛도 양도 만족합니다^^,5,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 8월 29일,본오동,뉴욕버거앤치킨-사동점,no**님,2021년 8월 29일,"뉴욕버거/1,통새우버거/1,비프불고기버거/1,바베큐버거/1,프라이 팩/1,콜라 1.25l/1",어제 먹고 너무 생각나서 오늘도 먹습니다.배달 시간도 빨라서 따뜻하니 맛 있네요.앉은 자리에서 3개 먹고 하나 남았는데 먹기 아깝네요,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/22e4f05647f8d7d9ba6f917a0b651575_tn.jpg
2021년 8월 28일,본오동,뉴욕버거앤치킨-사동점,no**님,2021년 8월 28일,뉴욕육해공box/1(치킹버거선택(치킹버거（칠리）)),구성이 너무 좋네요. 보통 반쪽드시던 어머니 이집 새우버거는 다 드시네요 입에 딱 맞으신다고 맛 있어 하시네요,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/afe56a4851d9bdb39b1254970912f328_tn.jpg
2021년 8월 25일,본오동,뉴욕버거앤치킨-사동점,ag**님,2021년 8월 25일,뉴욕육해공box/1(치킹버거선택(치킹버거（갈릭）)),완전 반햇써요..!. 버거도 진짜 맛있구 치즈프라이 대박이에용!패티와 소스 모두 짱입니다,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/fedeee791671150d57e098c5577a1ec8_tn.jpg
2021년 8월 25일,본오동,뉴욕버거앤치킨-사동점,ph**님,2021년 8월 25일,뉴욕커플콤보/1(치킹버거선택(치킹버거（갈릭）)),맛있게 잘 먹었습니다~,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/fd23b2da06441c84c55ddd86ae0201d4_tn.jpg
2021년 8월 25일,본오동,뉴욕버거앤치킨-사동점,ks**님,2021년 8월 25일,"비프불고기버거 세트/1(사이드선택(고구마스틱)),바베큐버거 세트/1(사이드선택(고구마스틱)),대왕치즈스틱（2조각）/1",맛나요!!!!!!!!,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/6315c3b2d5d00346141e043ad7b1242c_tn.jpg
2021년 8월 23일,본오동,뉴욕버거앤치킨-사동점,mo**님,2021년 8월 23일,뉴욕베이직box/1,사진은없지만 야채가많아서 아삭한  식감이 좋네요,5,3,5,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 8월 19일,본오동,뉴욕버거앤치킨-사동점,da**님,2021년 8월 19일,뉴욕육해공box/1(치킹버거선택(치킹버거（갈릭）)),생각보다는 맛이좋아요,3,3,5,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 8월 16일,본오동,뉴욕버거앤치킨-사동점,sa**님,2021년 8월 16일,"뉴욕버거 세트/1(사이드선택(빅후렌치 후라이)),치킹버거 세트（갈릭）/1(사이드선택(어니언링))",맛있게 잘 먹었습니다,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/15da889a657822c142e3737560fc3bb4_tn.jpg
2021년 8월 16일,본오동,뉴욕버거앤치킨-사동점,md**님,2021년 8월 16일,"치킹버거（갈릭）/1,통새우버거/1,아메리칸 치즈버거/1,투게더 box/1(치킹버거선택(치킹버거（갈릭）))",맛 최고 보장!! 친절한 배송도 감사합니다,5,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 8월 15일,본오동,뉴욕버거앤치킨-사동점,eu**님,2021년 8월 15일,뉴욕베이직box/1,배달도빠르고 맛있었습니다,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/4c0ecbdec6bcfa51a8d3ef90593ba361_tn.jpg
2021년 8월 15일,본오동,뉴욕버거앤치킨-사동점,sb**님,2021년 8월 15일,투게더 box/1(치킹버거선택(치킹버거（갈릭）)),맛있게 잘 먹었습니다,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/2305318a75552fa88362d27708881f09_tn.jpg
2021년 8월 14일,본오동,뉴욕버거앤치킨-사동점,14**님,2021년 8월 14일,"비프불고기버거/1,바베큐버거/1,스위트 핫도그/1,빅후렌치후라이/1,콜라 1.25l/1",가격은 비싸지 않은데 맛이 조금 떨어지네요,3,4,5,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 8월 14일,본오동,뉴욕버거앤치킨-사동점,zo**님,2021년 8월 14일,투게더 box/1(치킹버거선택(치킹버거（칠리）)),감자 소스 맛이 아주🥰👍👍👍,5,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 8월 12일,본오동,뉴욕버거앤치킨-사동점,ha**님,2021년 8월 12일,"치아바타 머쉬룸버거/1,뉴욕버거 세트/1(추가선택메뉴(계란,베이컨,체다치즈),사이드선택(빅후렌치 후라이))",모두 너무 맛있게 잘 먹었습니다감자튀김도 양 엄청 많아요!!배달도 정말 빠릅니다!!,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/0b07d0c5df8ca64e721945035da3d748_tn.jpg
2021년 8월 10일,본오동,뉴욕버거앤치킨-사동점,k5**님,2021년 8월 10일,"치킹버거 세트（갈릭）/1(사이드선택(케이준후렌치 후라이)),치킹버거 세트（갈릭）/1(사이드선택(고구마스틱)),치킹버거 세트（칠리）/1(사이드선택(케이준후렌치 후라이))",맛이 좋습니다  ^~^,4,4,4,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 8월 10일,본오동,뉴욕버거앤치킨-사동점,qu**님,2021년 8월 10일,뉴욕육해공box/1(치킹버거선택(치킹버거（칠리）)),변함이 없는맛맛있게 먹었어요~^^,5,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 8월 10일,본오동,뉴욕버거앤치킨-사동점,be**님,2021년 8월 10일,투게더 box/1(치킹버거선택(치킹버거（갈릭）)),감튀가 맛있어요 굳,5,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 8월 10일,본오동,뉴욕버거앤치킨-사동점,ca**님,2021년 8월 10일,"치킹버거 세트（갈릭）/1(사이드선택(빅후렌치 후라이)),어니언링（8pc）/2,치킨텐더 2pc/1",always delicious burgers 😋😋😋,5,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 8월 8일,본오동,뉴욕버거앤치킨-사동점,   손님,2021년 8월 8일,"뉴욕버거/1,비프불고기버거/1,비프불고기버거 세트/1(사이드선택(더블치즈프라이즈)),레몬에이드/1,블루레몬에이드/1",존맛탱    레몬에이드가 리얼 맛있음 제조자 비비율 오지게 잘맞추셧네,5,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 8월 8일,본오동,뉴욕버거앤치킨-사동점,xo**님,2021년 8월 8일,투게더 box/1(치킹버거선택(치킹버거（갈릭）)),맛있게 잘 먹었습니다!!,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/8e9ec5f343ce7c85583a69a6f139f720_tn.jpg
2021년 8월 7일,본오동,뉴욕버거앤치킨-사동점,jh**님,2021년 8월 7일,뉴욕커플콤보/1(치킹버거선택(치킹버거（갈릭）)),비스켓부드럽고 맛잇어요치킹버거는 닭다리살이라 부드럽고 소스맛잇네요텀블러 감사합니다,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/15deb2bd4d569aecfd7aeb400e94dc01_tn.jpg
2021년 8월 6일,본오동,뉴욕버거앤치킨-사동점,ph**님,2021년 8월 6일,"치킹버거 세트（갈릭）/1(사이드선택(빅후렌치 후라이)),순살치킨팩（15~16조각）/1",맛있게 잘 먹었어요! 햄버거가 참 실하네요. 텀블러도 감사합니다~,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/9ad6a99c5589c7497d7ff5169a789ac9_tn.jpg
2021년 8월 6일,본오동,뉴욕버거앤치킨-사동점,md**님,2021년 8월 6일,투게더 box/1(치킹버거선택(치킹버거（갈릭）)),더운 날씨에도 배달해 주셔서 항상 감사드립니다~투게더 박스 주문했는데 양이 너무 많아 놀랬습니다 보장되는 맛은 오늘도 최고 입니다 👍,5,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 8월 4일,본오동,뉴욕버거앤치킨-사동점,   손님,2021년 8월 4일,"아메리칸 치즈버거/1,비프불고기버거/1,바베큐버거/1,치킨텐더 2pc/1,레몬에이드/2",레시피 바꼇나요  왜이리 맛있어졌지,5,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 8월 4일,본오동,뉴욕버거앤치킨-사동점,be**님,2021년 8월 4일,"아메리칸 치즈버거 세트/1(사이드선택(케이준후렌치 후라이)),스위트 핫도그 세트/1(사이드선택(빅후렌치 후라이))",첫 배달이었는데 맛도 양도 만족합니다.,5,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 8월 3일,본오동,뉴욕버거앤치킨-사동점,   손님,2021년 8월 3일,"아메리칸 치즈버거/1,비프불고기버거/1,콜라 500ml/2,레몬에이드/1",레몬 에이드 존맛 감동 성공적,5,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 8월 2일,본오동,뉴욕버거앤치킨-사동점,cs**님,2021년 8월 2일,투게더 box/1(치킹버거선택(치킹버거（칠리）)),맛잇게 잘 먹었습니다,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/629f84c7aed1aec9372ff2951c7b0a1f_tn.jpg
2021년 8월 1일,본오동,뉴욕버거앤치킨-사동점,ha**님,2021년 8월 1일,뉴욕커플콤보/1(치킹버거선택(치킹버거（갈릭）)),처음 시켜봤는데 너무 맛있네요ㅎㅎ 특히 치킨버거는 진짜 감동이었습니다. ㅠ 치킨버거 꼭!! 먹으세요ㅋㅋ,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/724292971400dab25c307ae8ad4b5ea4_tn.jpg
2021년 7월 28일,본오동,뉴욕버거앤치킨-사동점,da**님,2021년 7월 28일,"뉴욕버거/1,더블 스테이크 버거/1,대왕치즈스틱（2조각）/1,콜라 1.25l/1",자주 시켜먹는데 항상 최고입니다예져보다.더 맛있어진 느낌.,5,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 7월 28일,본오동,뉴욕버거앤치킨-사동점,gu**님,2021년 7월 28일,"오늘만할인세트/1(소스 선택(매콤치즈소스),버거선택(해쉬브라운치킨버거)),순살컵치킨（7~8조각）/1",맛있게 잘 먹었습니다!,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/afa22457359761227275af60f771d523_tn.jpg
2021년 7월 26일,본오동,뉴욕버거앤치킨-사동점,gg**님,2021년 7월 26일,투게더 box/1(치킹버거선택(치킹버거（칠리）)),버거 진짜 너무 맛있습니다다음에도 또 시켜먹을것 같아요,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/27c7871b6ac7b65cc513f62446b09f5f_tn.jpg
2021년 7월 23일,본오동,뉴욕버거앤치킨-사동점,bm**님,2021년 7월 23일,뉴욕베이직box/2,넘 맛있었어요 실수로 2개 주문하긴 했지만.. 덕분에 넉넉하게 먹었네요 ㅎㅎ,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/70c4363e2337fe4c8f3518eace2e90e8_tn.jpg
2021년 7월 23일,본오동,뉴욕버거앤치킨-사동점,al**님,2021년 7월 23일,"뉴욕버거 세트/1(사이드선택(빅후렌치 후라이)),치킹버거 세트（갈릭）/1(사이드선택(빅후렌치 후라이))",치킨버거의 치킨도 크고 부드러운살이라 정말 맛있었어요 갈릭소스가 듬뿍이라 더 맛있게먹었어요 뉴욕버거도 담에 꼭 먹어봐야겠어요 사장님 손편지도 짱짱 감사합니다 ♡,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/8f1156fa946b896301846bf9573b503a_tn.jpg
2021년 7월 22일,본오동,뉴욕버거앤치킨-사동점,re**님,2021년 7월 22일,뉴욕육해공box/1(치킹버거선택(치킹버거（갈릭）)),새우버거가 너무너무×100 맛있어요치즈프라이즈 취향저격소스많이넣고 만들어 달라고 요청사항에 썼는데듬뿍넣어주셔서 맛나게 잘먹었습니다 땡길때 잊지않고뉴!욕!버!거! 기억할께용♡,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/270d7f4ab1a923d11c7f883d97e9dba5_tn.jpg
2021년 7월 22일,본오동,뉴욕버거앤치킨-사동점,ja**님,2021년 7월 22일,뉴욕프렌즈콤보/1,Kfc. 좋아하는데. 여기도. 맛있게 잘먹었습니다,5,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 7월 22일,본오동,뉴욕버거앤치킨-사동점,km**님,2021년 7월 22일,뉴욕육해공box/1(치킹버거선택(치킹버거（칠리）)),맛있어요 빅후렌치후라이는 너무 👍,4,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/a986e7bd00faf0b3da194fbd1ca328a1_tn.jpg
2021년 7월 18일,본오동,뉴욕버거앤치킨-사동점,ks**님,2021년 7월 18일,"비프불고기버거 세트/1(사이드선택(고구마스틱)),바베큐버거 세트/1(사이드선택(고구마스틱)),고구마스틱/1",언제나 맛나요!!!!!!,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/ec38ceb8b92655a02cc64c1e139a98c2_tn.jpg
2021년 7월 16일,본오동,뉴욕버거앤치킨-사동점,so**님,2021년 7월 16일,"뉴욕버거/2,비프불고기버거/2",햄버거중에선  최고라  할수  있음,5,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 7월 15일,본오동,뉴욕버거앤치킨-사동점,as**님,2021년 7월 15일,"뉴욕버거/1(추가선택메뉴(계란)),뉴욕버거 세트/1(사이드선택(프라이팩))",개인적 소견으로 취향은 다르니까...버거는 먹을 만하고 프라이는 걍 걍 그렇네요,4,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/dced7b6e18587fcba025b52413d7151d_tn.jpg
2021년 7월 15일,본오동,뉴욕버거앤치킨-사동점,nu**님,2021년 7월 15일,"뉴욕버거/2,투게더 box/1(치킹버거선택(치킹버거（갈릭）))",잘 먹었습니다매번 뉴욕버거만 먹다 이번에 갈릭 처음 먹었는데..갈릭이 진짜네요 ㅎㅎ잘 먹었습니다,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/e1d1900a203bdc1b078fab9a33755f4a_tn.jpg
