No.,15IV B,16IV G,17IV R,8VF B,9VF G,10VF R,11LMD B,12LMD G,13LMD R
83176,2.0563,8.479,6.985,3.142,3.759,2.424,457.7,524.8,621.4
83177,2.0823,8.74,7.077,3.223,3.585,2.469,457.5,525.1,621.2
83178,2.2487,8.756,6.915,3.083,3.928,2.428,459.1,524,621.6
83179,2.0835,8.666,6.995,3.221,3.678,2.44,457.9,524.3,621.2
83180,2.1372,8.502,6.892,3.23,3.405,2.439,458.3,524.6,621.6
83181,2.0819,8.808,7.027,3.11,3.552,2.44,457.6,525.2,621.3
83182,2.2052,8.846,7.003,3.206,3.707,2.475,458.8,524.7,621.4
83183,2.2492,8.728,7.115,3.086,3.784,2.472,459.2,525.7,621.3
83184,2.0747,8.997,6.985,3.287,3.636,2.435,458.2,525,621.5
83185,2.1197,8.904,7.063,3.108,3.796,2.47,458.3,525.1,621.2
83186,2.3128,8.69,7.042,3.301,3.888,2.47,460.3,523.8,621.5
83187,2.2721,8.601,6.975,3.085,3.735,2.482,459.6,524.5,621.3
83188,2.1015,8.414,7.026,3.239,3.577,2.379,457.9,526.1,621.4
83189,2.0577,8.676,6.848,3.178,3.686,2.423,457.5,524.3,621.3
83190,2.104,8.646,7.061,3.246,3.569,2.433,458.1,524.4,621.5
83191,2.1011,9.03,7.136,3.103,4.015,2.462,457.9,525.2,621.4
83192,2.0902,8.732,6.959,3.135,3.835,2.464,457.7,524.1,621.7
83193,2.1052,8.726,7.093,3.27,3.802,2.461,458.2,524.2,621.4
83194,2.0752,8.863,6.948,3.203,3.667,2.469,457.6,525,621.4
83195,2.1557,8.603,6.914,3.22,3.469,2.47,458.2,524.9,621.5
83196,2.2343,8.663,6.994,3.194,3.519,2.41,459.3,526.2,621.5
83197,2.057,8.894,7.149,3.125,3.683,2.448,457.4,524.7,621.3
83198,2.0448,8.972,7.062,3.27,3.655,2.491,457.6,525.7,621.3
83199,2.0986,8.738,7.11,3.193,3.618,2.451,457.7,524.4,621.3
83200,2.0897,8.857,6.99,3.16,3.498,2.397,457.6,525.9,621.5
83201,2.0814,8.76,6.943,3.154,3.762,2.436,457.6,524.1,621.3
83202,2.0302,8.587,7.05,3.172,3.762,2.476,458,524,621.4
83203,2.1397,8.916,7.155,3.132,3.733,2.441,458.6,525.4,621.3
83204,2.0554,8.79,6.927,3.275,3.518,2.459,457.5,526.8,621.4
83205,2.0804,8.838,7.151,3.186,3.723,2.429,457.5,524.8,621.3
83206,2.1106,8.636,6.929,3.189,3.553,2.46,457.9,526.3,621.2
83207,2.0082,8.832,7.065,3.143,3.805,2.418,457.5,524.2,621.2
83208,2.1347,8.577,6.94,3.173,3.48,2.446,458,525.1,621.3
83209,2.1142,8.972,6.83,3.107,3.941,2.46,458,524.6,621.2
83210,2.0716,8.822,7.001,3.277,3.488,2.4,457.9,526.5,621.5
83211,2.128,8.856,7.033,3.145,3.658,2.425,458.3,524.6,621.2
83212,2.2711,8.929,6.92,3.223,3.789,2.476,459.9,524.4,621.6
83213,2.0631,8.664,7.01,3.196,3.704,2.454,457.5,523.8,621.3
83214,2.0565,8.54,6.925,3.343,3.508,2.404,457.4,525.2,621.4
83215,2.0879,8.757,7.006,3.154,3.48,2.416,457.6,525.3,621.4
83216,2.1147,9.036,7.144,3.214,3.74,2.46,458.1,524.7,621.2
83217,2.1161,8.781,6.956,3.198,3.492,2.411,457.8,525.6,621.3
83218,2.1147,8.827,7.015,3.179,3.755,2.448,457.8,524.7,621.5
83219,2.1514,8.697,6.853,3.185,3.576,2.435,458,526.2,621.8
83220,2.08,8.809,7.15,3.255,3.863,2.428,457.9,525.8,621.3
83221,1.9894,8.73,7.01,3.126,3.758,2.465,457.6,523.9,621.4
83222,2.0971,8.79,7.039,3.133,3.459,2.44,457.7,524.4,621.3
83223,2.0506,8.846,7.118,3.134,3.654,2.413,457.8,523.9,621.3
83224,2.098,8.898,7.113,3.116,3.718,2.464,457.5,524.6,621.4
83225,2.2659,8.788,7.021,3.136,3.597,2.436,459.4,525.3,621.5
83226,2.1216,8.775,7.133,3.083,3.97,2.464,458.4,524,621.3
83227,2.1512,8.841,6.993,3.175,3.58,2.428,458.3,526.5,621.4
83228,2.0946,8.574,6.988,3.101,3.506,2.476,457.6,524.7,621.5
83229,2.1305,8.628,7.009,3.079,3.827,2.455,458.6,523.9,621.3
83230,2.0275,8.845,7.004,3.174,3.835,2.4,457.4,524.7,621.3
83231,2.0985,8.641,6.971,3.233,3.517,2.437,457.7,525.6,621.4
83232,2.1574,8.675,7.112,3.253,3.746,2.394,459.1,524,621.3
83233,2.0569,8.462,6.894,3.226,3.54,2.445,457.5,525.5,621.5
83234,2.0954,8.75,6.888,3.095,3.868,2.465,457.7,526.7,621.3
83235,2.1094,8.84,6.995,3.078,3.777,2.477,458.2,524.6,621.5
83236,2.1304,8.689,6.987,3.253,3.5,2.388,458.2,525.2,621.4
83237,2.0622,9.063,7.142,3.195,3.78,2.408,457.4,525.8,621.4
83238,2.1329,8.891,6.886,3.111,3.495,2.481,457.9,524.8,621.6
83239,2.0712,8.572,6.979,3.094,3.393,2.455,457.7,525.3,621.4
83240,2.1289,8.995,7.024,3.067,3.81,2.465,458.2,525.6,621.2
83241,2.0895,8.718,7.045,3.275,3.555,2.384,457.8,524.6,621.6
83242,2.0622,8.577,6.943,3.275,3.731,2.397,457.6,525.1,621.4
83243,2.0814,8.879,7.034,3.276,3.499,2.416,457.9,524.8,621.2
83244,2.1078,8.745,7.05,3.193,3.487,2.408,457.7,526.2,621.2
83245,2.0163,9.03,7.062,3.088,3.732,2.461,457.6,524.5,621.3
83246,2.1957,8.64,7.018,3.23,3.52,2.407,458.4,525.3,621.5
83247,2.1,8.671,7.022,3.123,3.906,2.481,457.8,524.5,621.3
83248,2.0678,8.522,7.066,3.286,3.813,2.374,457.8,525.6,621.6
83249,2.0707,8.735,6.983,3.155,3.506,2.402,457.6,525.3,621.4
83250,2.1053,9.061,7.037,3.136,3.858,2.453,457.8,525.4,621.4
83251,2.1186,8.891,7.068,3.173,3.479,2.433,458.1,526,621.5
83252,1.9582,8.811,6.934,3.143,3.747,2.414,457.4,526.2,621.5
83253,2.2321,8.71,6.986,3.172,3.522,2.424,458.7,524.9,621.2
83254,2.0611,8.735,6.813,3.183,3.681,2.473,457.8,525.9,621.6
83255,2.0993,8.928,6.962,3.182,3.642,2.421,457.7,524.8,621.4
83256,2.0713,8.816,7.164,3.311,3.729,2.41,457.9,524.1,621.3
83257,2.0623,8.709,6.965,3.07,3.77,2.469,457.6,524.1,621.3
83258,2.0965,8.549,7.053,3.153,3.431,2.409,457.8,525.1,621.3
83259,2.0834,8.845,7.101,3.225,3.387,2.43,457.6,526.6,621.5
83260,2.1332,8.751,7.044,3.071,3.678,2.466,458,524.6,621.4
83261,2.1366,8.935,6.985,3.069,3.882,2.479,458.2,524.6,621.6
83262,2.1969,8.654,6.988,3.181,3.507,2.444,458.6,526.1,621.4
83263,2.0661,8.866,7.079,3.265,3.714,2.394,457.8,524.4,621.3
83264,2.1808,8.807,7.003,3.135,3.486,2.43,458.4,525.2,621.3
83265,2.0629,8.692,7.024,3.078,3.709,2.461,457.6,524.2,621.3
83266,2.1199,8.694,7.105,3.147,3.773,2.396,458.4,524.2,621.3
83267,2.2168,8.956,6.988,3.085,3.844,2.455,458.7,524.6,621.6
83268,2.1317,8.923,6.928,3.261,3.509,2.393,458.2,525.5,621.5
83269,2.0165,8.943,7.115,3.136,3.603,2.395,457.4,525.2,621.3
83270,2.0575,8.762,6.978,3.238,3.74,2.438,458.1,525,621.3
83271,2.071,8.965,6.94,3.122,3.728,2.461,457.6,525.5,621.5
83272,2.1626,8.626,7.011,3.119,3.48,2.462,458.4,526.2,621.4
83273,2.0597,8.45,6.975,3.147,3.641,2.42,457.7,525.5,621.4
83274,2.0672,8.834,7.03,3.257,3.842,2.41,457.8,524.1,621.3
83275,2.2225,8.868,7.021,3.263,3.397,2.442,458.7,524.7,621.3
83276,2.0912,8.802,7.113,3.24,3.772,2.435,458,524.5,621.5
83277,2.3742,8.525,6.923,3.262,3.497,2.45,460.1,525.9,621.4
83278,2.0857,8.425,7.003,3.174,3.489,2.434,457.8,524.7,621.3
83279,2.0499,8.487,6.992,3.184,3.527,2.424,457.5,523.7,621.3
83280,2.1003,8.735,6.954,3.201,3.81,2.463,458.1,525.2,621.4
83281,2.0431,8.817,7.068,3.16,3.831,2.435,457.7,524.6,621.4
83282,2.0778,8.665,7.059,3.192,3.666,2.407,457.6,524,621.3
83283,2.169,8.594,6.971,3.194,3.442,2.398,458.3,525.7,621.4
83284,2.0883,8.771,6.917,3.266,3.524,2.385,457.7,524.7,621.7
83285,2.1599,8.915,7.079,3.213,3.734,2.455,458.5,524.5,621.3
83286,2.1169,8.75,6.916,3.215,3.758,2.461,458.5,525,621.6
83287,2.1033,9.024,7.083,3.244,3.76,2.403,458.1,525,621.3
83288,2.2434,8.549,7.065,3.216,3.58,2.41,459.2,524.7,621.3
83289,2.1093,8.886,7.06,3.076,3.755,2.464,457.9,524.8,621.3
83290,2.0974,8.911,6.951,3.292,3.504,2.39,457.5,525.1,621.4
83291,1.9801,8.848,7.112,3.141,3.607,2.406,457.5,524.9,621.3
83292,2.0742,8.59,6.81,3.224,3.511,2.384,457.2,524,621.7
83293,2.0746,8.823,7.055,3.186,3.687,2.41,457.5,524.6,621.3
83294,2.1434,8.852,7.093,3.231,3.652,2.472,458.4,524.5,621.3
83295,2.1434,8.823,7.171,3.201,3.86,2.416,458.4,524.1,621.3
83296,2.0863,8.891,7.026,3.221,3.552,2.427,457.8,525.9,621.6
83297,2.0571,8.703,0,3.254,3.53,5,457.6,525,0
83298,2.0849,8.985,7.169,3.132,3.799,2.418,457.9,525,621.3
83299,2.1265,8.653,7.046,3.237,3.531,2.425,458.1,524.4,621.5
83300,2.1502,8.737,7.085,3.242,3.698,2.422,458.5,523.7,621.4
83301,2.0261,8.675,7.021,3.109,3.666,2.433,457.7,524,621.4
83302,2.0744,8.714,7.082,3.135,3.755,2.44,457.4,525.5,621.2
83303,2.0837,8.563,7.018,3.274,3.514,2.385,457.9,526,621.5
83304,2.0136,8.743,7.045,3.092,3.635,2.445,457.4,524.2,621.3
83305,1.9903,8.771,7.055,3.112,3.656,2.461,457.5,524.3,621.4
83306,2.1181,8.815,7.015,3.223,3.366,2.419,458.2,524.9,621.5
83307,1.9782,8.62,7.087,3.127,3.59,2.462,457.3,525.6,621.3
83308,2.0852,8.873,7.03,3.113,3.815,2.449,457.6,524.3,621.3
83309,2.0721,8.638,6.94,3.241,3.547,2.431,457.5,525.5,621.5
83310,2.1208,8.9,7.199,3.133,3.785,2.431,457.9,524.7,621.2
83311,2.0748,8.897,7.018,3.273,3.549,2.397,457.8,525,621.6
83312,2.1837,8.852,7.067,3.298,3.727,2.414,459.3,524.9,621.3
83313,2.0595,8.788,7.078,3.245,3.797,2.445,457.6,524.2,621.5
83314,2.0672,8.585,7.066,3.14,3.447,2.419,457.6,525.9,621.2
83315,2.1138,8.831,7.027,3.258,3.701,2.415,458.2,524.5,621.4
83316,2.1372,8.543,7.1,3.226,3.544,2.412,458.1,525.3,621.2
83317,2.0969,8.502,7.031,3.105,3.796,2.457,458,524,621.4
83318,2.1106,9,6.99,3.184,3.533,2.413,457.7,525.2,621.4
83319,1.9913,8.443,6.229,3.077,3.702,2.456,457.6,524,621.7
83320,2.0727,8.789,7.01,3.175,3.645,2.425,457.5,525.5,621.2
83321,2.1135,8.708,7.038,3.206,3.747,2.457,458,523.9,621.4
83322,2.0963,8.565,7.051,3.094,3.682,2.466,457.7,523.9,621.3
83323,2.1078,8.93,7.096,3.178,3.671,2.421,457.8,524.8,621.3
83324,2.0551,8.828,7.132,3.22,3.658,2.471,457.7,524.5,621.3
83325,1.9905,8.8,7.096,3.131,3.713,2.415,457.3,524.8,621.3
83326,2.2803,8.808,6.995,3.081,3.662,2.473,459.4,523.9,621.4
83327,2.1404,8.737,7.072,3.239,3.621,2.463,458.7,525.9,621.4
83328,2.0925,8.838,7.001,3.124,3.61,2.479,457.6,524.6,621.3
83329,2.1148,8.896,7.07,3.143,3.689,2.415,458.1,524.7,621.3
83330,2.1033,8.848,6.906,3.116,3.587,2.433,457.9,525.6,621.6
83331,2.0098,8.679,6.493,3.103,3.618,2.409,457.7,524.1,621.8
83332,2.1197,8.804,6.936,3.139,3.598,2.437,457.9,526.5,621.5
83333,2.0503,8.663,7.06,3.171,3.968,2.409,457.6,524.2,621.3
83334,2.2819,8.691,6.978,3.194,3.57,2.4,459.4,526.3,621.4
83335,2.002,8.857,6.485,3.117,3.76,2.43,457.7,525.9,621.8
83336,2.0854,8.917,6.875,3.126,3.613,2.444,457.6,524.9,621.7
83337,2.0944,8.971,6.881,3.27,3.518,2.44,458,525.2,621.6
83338,2.0781,8.708,6.99,3.293,3.624,2.44,457.6,525.2,621.3
83339,2.1806,8.818,7.052,3.214,3.786,2.447,458.6,524.7,621.3
83340,2.2554,8.616,7.093,3.087,3.809,2.395,459.3,523.7,621.3
83341,2.1265,8.896,6.949,3.126,3.548,2.425,457.9,525.4,621.4
83342,2.1861,8.611,6.953,3.151,3.575,2.45,458.5,525.8,621.4
83343,2.1161,8.792,7.019,3.127,3.548,2.435,457.8,525.6,621.4
83344,2.0529,8.999,7.017,3.136,3.706,2.409,457.4,525.7,621.5
83345,2.0597,8.483,6.92,3.31,3.466,2.37,458.1,525.8,621.6
83346,2.0147,8.648,7.026,3.154,3.829,2.409,457.9,523.8,621.5
83347,1.9994,8.65,7.008,3.137,3.816,2.408,457.4,524,621.4
83348,2.089,8.742,7.13,3.258,3.523,2.381,457.9,525.5,621.5
83349,2.0762,8.622,7.029,3.208,3.472,2.415,457.9,524.7,621.5
83350,2.3063,8.757,7.087,3.113,3.773,2.42,459.9,524.3,621.3
83351,2.1157,8.857,7.089,3.152,3.788,2.463,457.5,523.9,621.3
83352,2.1306,8.662,6.979,3.291,3.701,2.42,458.9,524.5,621.5
83353,2.1665,8.484,7.112,3.157,3.489,2.468,458.5,524.1,621.2
83354,2.0552,8.658,6.998,3.141,3.78,2.416,457.7,525.7,621.3
83355,2.1161,8.907,6.919,3.22,3.573,2.481,458,526,621.5
83356,2.1305,8.871,7.07,3.215,3.526,2.42,458.1,526.6,621.6
83357,2.1295,8.955,7.037,3.085,3.704,2.438,458.5,525.1,621.2
83358,2.0235,8.941,7.112,3.067,3.699,2.432,457.6,524.6,621.3
83359,2.0548,8.725,6.95,3.19,3.813,2.47,457.7,524.3,621.5
83360,2.2033,8.836,7.078,3.12,3.725,2.43,458.6,524.5,621.3
83361,2.1091,8.815,7.088,3.089,3.765,2.445,457.9,524.5,621.2
83362,2.1118,8.596,7.001,3.241,3.437,2.382,457.9,524.7,621.5
83363,2.062,8.688,6.97,3.234,3.602,2.398,457.5,524.6,621.6
83364,2.0854,9.016,6.934,3.127,3.81,2.435,457.7,524.7,621.5
83365,2.1412,8.954,7.111,3.094,3.837,2.426,458.2,525.4,621.3
83366,2.0297,8.527,7.072,3.077,3.823,2.466,457.7,523.9,621.3
83367,2.059,8.825,7.145,3.117,3.679,2.46,457.5,524.7,621.2
83368,2.0405,8.832,7.001,3.147,3.779,2.421,457.5,525.1,621.2
83369,2.1199,8.539,7.102,3.254,3.586,2.447,457.8,525.3,621.2
83370,2.098,8.723,6.942,3.125,3.802,2.456,457.8,524.2,621.5
83371,2.2561,8.803,6.502,3.144,3.718,2.388,459.8,524.7,621.5
83372,2.0785,8.728,6.883,3.139,3.928,2.484,457.5,524,621.5
83373,2.08,8.79,7.054,3.157,3.505,2.371,457.6,525.7,621.4
83374,2.1921,8.591,7.033,3.168,3.545,2.422,458.5,524.2,621.2
83375,2.1054,8.603,7.035,3.138,3.534,2.405,457.6,525.4,621.4
83376,2.0823,8.859,7.113,3.078,3.68,2.457,457.8,525.4,621.2
83377,2.0703,8.94,7.049,3.275,3.51,2.381,457.5,525.1,621.4
83378,1.9858,8.835,7.095,3.122,3.71,2.408,457.4,524.3,621.4
83379,2.0439,8.606,6.955,3.157,3.662,2.416,457.6,524.2,621.3
83380,2.1891,8.625,7.006,3.135,3.474,2.426,458.6,526.1,621.3
83381,2.1176,8.684,6.99,3.269,3.425,2.445,457.8,526.3,621.4
83382,2.2604,8.926,7.128,3.131,3.786,2.413,459.7,524.7,621.4
83383,2.0343,8.761,6.978,3.27,3.802,2.457,457.5,524.1,621.5
83384,2.0967,8.578,7.043,3.105,3.455,2.427,457.7,525.6,621.2
83385,2.0608,8.902,7.079,3.264,3.51,2.414,457.7,524.2,621.3
83386,2.2886,8.826,7.063,3.146,3.713,2.405,460,525.1,621.2
83387,2.0959,8.912,6.961,3.08,3.649,2.428,457.8,525.4,621.8
83388,2.1823,8.973,7.009,3.206,3.505,2.436,458.1,525.6,621.5
83389,2.0805,8.499,6.96,3.138,3.547,2.426,457.6,526.5,621.3
83390,2.1302,8.665,6.467,3.103,3.752,2.402,458.7,525.8,621.5
83391,2.257,8.892,6.97,3.09,3.638,2.456,459.2,524.8,621.3
83392,2.1606,8.781,6.902,3.225,3.46,2.414,458.5,526.5,621.5
83393,2.1045,8.851,6.995,3.204,3.39,2.403,457.5,524.9,621.5
83394,1.9906,8.96,6.908,3.095,3.668,2.483,457.5,525.4,621.5
83395,2.1785,8.866,7.079,3.271,3.74,2.443,459.3,525.3,621.3
83396,2.0634,8.701,7.04,3.187,3.462,2.434,457.6,524.9,621.4
83397,2.0859,8.768,6.975,3.148,3.804,2.435,457.7,524,621.5
83398,2.0863,8.59,7.048,3.1,3.547,2.478,457.6,525.3,621.1
83399,2.0724,8.76,6.938,3.172,3.69,2.435,457.8,524.7,621.5
83400,2.0411,8.629,6.951,3.284,3.544,2.396,457.7,525.4,621.5
83401,2.1611,8.714,7.008,3.2,3.738,2.46,458.7,524,621.4
83402,2.1357,8.985,7.022,3.213,3.658,2.466,458.1,525.7,621.5
83403,2.06,8.556,6.903,3.258,3.686,2.437,457.6,525.1,621.5
83404,2.094,8.805,7.046,3.133,3.506,2.449,457.6,525.6,621.4
83405,2.1173,8.958,7.055,3.208,3.804,2.469,458.2,525.6,621.4
83406,2.0826,8.647,6.989,3.243,3.581,2.413,457.9,525.5,621.6
83407,2.0861,8.737,6.964,3.154,3.618,2.454,457.6,526.1,621.5
83408,2.0999,8.714,7.099,3.265,3.399,2.421,457.9,526.3,621.5
83409,2.0664,8.892,6.931,3.159,3.783,2.444,457.7,526.3,621.5
83410,2.088,8.811,7.035,3.188,3.755,2.419,458,525.4,621.3
83411,2.043,8.91,7.006,3.216,3.721,2.437,457.6,525.1,621.3
83412,2.0931,8.479,7.106,3.143,3.558,2.435,457.7,524.4,621.3
83413,2.1102,8.571,6.999,3.196,3.52,2.452,457.8,524.6,621.3
83414,2.1163,8.637,7.005,3.242,3.495,2.432,457.6,524.4,621.5
83415,2.1166,8.665,6.939,3.191,3.465,2.47,457.8,525.6,621.6
83416,2.0769,8.859,7.128,3.207,3.799,2.457,457.9,525.3,621.3
83417,2.1143,8.745,7.022,3.18,3.6,2.431,457.8,525.4,621.4
83418,2.0747,8.66,7.05,3.113,3.764,2.462,457.6,524.1,621.2
83419,2.0931,8.54,6.951,3.147,3.508,2.441,457.7,524.1,621.6
83420,2.0618,8.7,6.822,3.17,3.84,2.438,457.5,524.1,621.6
83421,2.0997,8.72,7.053,3.142,3.669,2.469,457.8,524.5,621.3
83422,2.1653,8.76,6.881,3.268,3.506,2.436,458,525.1,621.7
83423,2.1056,8.9,6.904,3.167,3.659,2.448,457.6,524.4,621.6
83424,2.0498,8.608,7.072,3.255,3.655,2.424,457.6,524.6,621.4
83425,2.0879,8.778,6.855,3.138,3.803,2.459,457.6,524,621.6
83426,2.1418,8.819,6.9,3.132,3.644,2.45,458.3,525,621.7
83427,2.1169,8.522,6.923,3.265,3.476,2.42,458.3,526.4,621.5
83428,2.0792,8.676,6.971,3.16,3.558,2.406,457.8,526.2,621.5
83429,2.0713,8.652,6.96,3.156,3.661,2.443,457.7,524.2,621.6
83430,2.1106,8.547,6.966,3.192,3.479,2.471,458.1,524.3,621.4
83431,2.1237,8.618,6.836,3.255,3.49,2.451,458,525.4,621.7
83432,2.0657,8.742,7.099,3.106,3.708,2.42,457.7,524.6,621.2
83433,2.058,8.672,7.107,3.136,3.715,2.421,457.5,524.8,621.3
83434,2.0947,8.657,6.918,3.234,3.557,2.475,457.7,526.5,621.5
83435,2.3564,8.787,7.028,3.065,3.675,2.429,460.3,525.8,621.3
83436,2.091,8.531,6.96,3.178,3.487,2.474,457.7,526,621.2
83437,2.1373,8.608,6.965,3.184,3.46,2.419,458,525.3,621.4
83438,2.148,8.77,7,3.245,3.739,2.421,458.4,523.9,621.3
83439,2.2313,8.578,6.962,3.092,3.791,2.466,459,524,621.3
83440,2.154,8.559,7.1,3.131,3.574,2.421,458.4,526,621.4
83441,2.1189,8.829,7.033,3.176,3.585,2.383,458,525,621.5
83442,2.071,8.951,7.04,3.144,3.695,2.455,457.6,524.1,621.2
83443,2.1821,8.85,6.964,3.246,3.745,2.472,458.8,524.9,621.5
83444,2.1804,8.876,6.996,3.318,3.808,2.462,459.2,524.9,621.4
83445,2.1943,8.619,7.064,3.136,3.735,2.43,458.9,524.2,621.4
83446,2.0503,8.737,6.973,3.173,3.683,2.441,457.5,524.6,621.5
83447,2.155,8.895,6.49,3.133,3.638,2.445,458.6,525,621.9
83448,2.1746,8.761,7.044,3.14,3.564,2.454,458.4,524.6,621.2
83449,2.0799,8.757,7.057,3.138,3.656,2.437,457.7,524.1,621.3
83450,2.075,8.938,7.145,3.201,3.658,2.462,457.7,525.8,621.3
83451,2.2033,8.935,7.009,3.127,3.66,2.438,458.9,524.7,621.3
83452,2.0556,8.757,7.068,3.279,3.788,2.45,457.6,525.3,621.4
83453,2.3243,8.512,7.059,3.129,3.857,2.467,460.3,524.2,621.3
83454,2.1591,8.592,7.147,3.214,3.775,2.428,458.6,523.9,621.3
83455,2.0947,8.833,7.096,3.138,3.79,2.457,458,524.3,621.4
83456,2.1846,8.602,6.93,3.218,3.592,2.47,458.6,525.7,621.5
83457,2.0439,8.659,7.077,3.093,3.84,2.469,457.6,524.1,621.4
83458,2.0942,8.709,6.992,3.18,3.77,2.421,457.9,524.3,621.3
83459,2.2154,8.724,7.023,3.179,3.54,2.423,458.7,524.5,621.3
83460,2.0816,8.512,6.944,3.27,3.551,2.381,458,524,621.6
83461,2.0962,9.04,7.05,3.097,3.811,2.454,457.8,525.6,621.3
83462,2.0744,8.728,6.974,3.268,3.608,2.389,457.8,525,621.6
83463,2.1302,8.604,6.955,3.107,3.52,2.407,457.8,524,621.4
83464,2.2579,8.746,7.045,3.207,3.739,2.437,459.9,524.1,621.4
83465,2.0928,8.749,7.122,3.07,3.725,2.422,457.8,523.9,621.3
83466,2.1927,8.59,7.054,3.209,3.573,2.428,458.4,524,621.4
83467,2.0654,8.859,7.1,3.074,3.74,2.428,457.7,525.1,621.4
83468,2.2283,8.679,6.933,3.144,3.533,2.458,458.8,525,621.3
83469,2.1949,8.837,6.968,3.139,3.541,2.415,458.7,526,621.5
83470,2.1373,8.918,7.116,3.12,3.782,2.463,457.9,524.2,621.4
83471,2.1027,8.701,6.894,3.25,3.545,2.47,457.7,524.7,621.5
83472,2.0795,8.661,6.954,3.237,3.579,2.419,457.5,524.5,621.5
83473,2.1697,8.661,7.051,3.254,3.732,2.431,458.6,523.9,621.4
83474,2.0918,8.871,7.049,3.24,3.605,2.429,457.9,525.6,621.6
83475,2.063,8.697,7.1,3.186,3.754,2.42,457.5,524.4,621.3
83476,2.3771,8.75,6.882,3.117,3.899,2.424,460.6,524.7,621.4
83477,2.0412,8.969,7.053,3.163,3.736,2.457,457.4,524.8,621.4
83478,2.0924,8.755,6.963,3.281,3.523,2.463,457.9,525.7,621.5
83479,2.1026,8.929,7.049,3.308,3.592,2.447,457.5,525.5,621.3
83480,2.0859,8.846,7.003,3.27,3.595,2.437,457.7,525.1,621.4
83481,2.1178,8.832,6.965,3.169,3.523,2.447,457.9,525.9,621.4
83482,2.0733,8.694,7.037,3.171,3.902,2.45,457.6,524.5,621.3
83483,2.1983,8.908,7.01,3.134,3.775,2.436,458.7,525.1,621.4
83484,2.2716,8.939,6.866,3.14,3.865,2.519,459.8,525.7,621.6
83485,2.0694,8.627,7.05,3.166,3.7,2.467,457.6,524.5,621.3
83486,2.0414,8.926,7.205,3.265,3.749,2.448,457.8,525.5,621.3
83487,2.1034,8.648,7.063,3.296,3.5,2.431,458,524.1,621.6
83488,2.1229,8.557,7.078,3.182,3.635,2.456,458.1,525.2,621.2
83489,2.1059,8.653,7.035,3.28,3.477,2.393,458,524.1,621.5
83490,2.1192,8.877,6.94,3.173,3.805,2.44,457.8,524.1,621.6
83491,2.0825,8.868,6.956,3.144,3.529,2.417,457.6,524.7,621.3
83492,2.0192,8.661,6.422,3.149,3.617,2.39,457.7,524.1,621.8
83493,2.0986,8.706,7.044,3.134,3.843,2.41,458.3,524.4,621.3
83494,2.0829,8.657,7.113,3.184,3.962,2.43,457.7,524,621.4
83495,2.0834,8.588,7.031,3.186,3.733,2.447,457.6,524.5,621.3
83496,2.0469,8.784,7.077,3.246,3.71,2.44,457.7,524.1,621.5
83497,2.1165,8.534,6.978,3.213,3.539,2.41,457.9,525.4,621.3
83498,2.1174,8.679,6.967,3.219,3.56,2.425,458.1,524.5,621.2
83499,2.0999,8.619,7.014,3.242,3.756,2.462,458.7,523.8,621.4
83500,2.1108,8.909,7.056,3.139,3.726,2.46,458,524.9,621.2
83501,2.1045,8.693,6.967,3.182,3.594,2.432,457.8,525.8,621.3
83502,2.1336,8.815,7.041,3.11,3.712,2.434,458.3,524.5,621.3
83503,2.0667,8.791,6.996,3.185,3.454,2.464,457.5,525.6,621.3
83504,2.1165,8.688,7.139,3.119,3.74,2.463,458.2,524.2,621.2
83505,2.068,8.658,7.022,3.257,3.766,2.463,458.3,524.4,621.4
83506,2.1221,8.866,7.066,3.159,3.712,2.466,457.8,524.5,621.3
83507,2.0627,8.948,7.054,3.151,3.811,2.433,457.5,526.2,621.4
83508,2.0778,8.502,6.941,3.307,3.63,2.483,457.5,525.2,621.3
83509,2.0935,8.936,7.155,3.149,3.544,2.416,457.6,526.6,621.4
83510,2.1999,8.663,6.942,3.188,3.556,2.473,458.9,526.1,621.4
83511,2.1634,9.059,7.116,3.125,3.63,2.459,458.7,524.8,621.2
83512,2.0935,8.735,6.988,3.158,3.656,2.439,457.8,524.2,621.3
83513,1.9977,8.72,6.478,3.129,3.733,2.423,457.5,525.4,621.8
83514,2.0864,8.96,6.908,3.272,3.584,2.444,457.8,525.3,621.5
83515,2.0826,8.904,7.142,3.28,3.608,2.445,457.9,524.6,621.2
83516,2.0476,8.924,7.067,3.227,3.813,2.445,457.6,525.4,621.4
83517,2.117,8.791,6.975,3.276,3.585,2.41,457.7,526.3,621.6
83518,2.0939,8.713,7.027,3.26,3.457,2.464,457.9,525.7,621.5
83519,2.0486,8.908,7,3.268,3.595,2.47,457.5,524.9,621.2
83520,2.0103,8.776,7.109,3.133,3.662,2.427,457.3,524.2,621.3
83521,2.0815,8.969,7.087,3.26,3.641,2.458,457.6,525,621.4
83522,2.0514,8.714,6.822,3.173,3.612,2.463,457.4,524.5,621.5
83523,2.118,8.699,6.964,3.251,3.395,2.43,458,524.9,621.5
83524,2.2179,8.78,6.911,3.258,3.406,2.447,458.8,525.1,621.5
83525,2.1871,8.866,6.961,3.285,3.583,2.447,458.5,525.2,621.3
83526,2.066,8.829,6.956,3.307,3.639,2.471,458.3,524.6,621.5
83527,2.0141,9.032,7.131,3.122,3.833,2.462,457.5,525.5,621.4
