No.,15IV B,16IV G,17IV R,8VF B,9VF G,10VF R,11LMD B,12LMD G,13LMD R
81100,2.1725,9.045,7.045,3.248,3.678,2.412,458.1,524.9,621.5
81101,2.1974,8.798,7.116,3.218,3.76,2.413,459.3,523.9,621.2
81102,2.0482,8.818,7.024,3.223,3.772,2.42,457.5,524.6,621.4
81103,2.0746,8.718,7.024,3.222,3.933,2.4,457.8,523.9,621.3
81104,2.0642,8.552,7.042,3.235,3.55,2.369,457.4,524.9,621.4
81105,2.0603,8.747,7.154,3.115,3.82,2.408,457.7,523.8,621.4
81106,2.1091,8.847,6.965,3.161,3.515,2.399,457.9,524.5,621.4
81107,2.1152,8.517,6.951,3.167,3.46,2.415,458,524.8,621.4
81108,2.0374,8.817,7.089,3.079,3.77,2.443,457.5,524.5,621.3
81109,2.0758,8.775,6.995,3.23,3.757,2.406,457.9,524.4,621.3
81110,2.0635,8.788,6.93,3.27,3.707,2.416,458.1,525,621.5
81111,2.0148,8.962,6.922,3.085,3.734,2.439,457.5,524.9,621.5
81112,2.1664,8.805,7.142,3.076,3.771,2.427,458.7,524,621.2
81113,2.2128,8.97,6.977,3.126,3.633,2.419,458.8,526.5,621.6
81114,2.0487,8.611,6.855,3.157,3.742,2.424,457.5,524.3,621.6
81115,2.1793,8.471,6.944,3.164,3.705,2.446,458.6,524.3,621.4
81116,2.0248,8.773,6.912,3.09,3.804,2.448,457.7,524.1,621.6
81117,2.0403,8.701,7.086,3.206,3.764,2.452,457.5,525,621.3
81118,2.0627,8.653,7.028,3.19,3.745,2.455,457.6,524.2,621.3
81119,2.0695,8.804,7.006,3.222,3.706,2.438,457.9,523.8,621.3
81120,2.0891,8.882,7.11,3.091,3.759,2.437,457.8,524.6,621.4
81121,1.9917,8.817,7.055,3.073,3.817,2.433,457.4,524.6,621.3
81122,2.1617,8.567,6.992,3.209,3.544,2.427,458.7,525.7,621.4
81123,1.9888,8.65,7.094,3.089,3.788,2.444,457.3,524.1,621.3
81124,2.1078,8.766,7.043,3.226,3.653,2.435,458.1,524.2,621.3
81125,1.9822,8.79,6.461,3.103,3.733,2.384,457.3,524.3,621.7
81126,2.0995,8.779,7.042,3.131,3.531,2.408,457.6,525.7,621.4
81127,2.1052,8.907,6.981,3.145,3.503,2.413,457.6,524.7,621.4
81128,2.0748,8.539,7.032,3.231,3.504,2.414,458,524.9,621.4
81129,2.0999,8.845,7.208,3.148,3.698,2.447,457.5,525.2,621.3
81130,2.0899,8.664,6.997,3.155,3.668,2.465,458,524.4,621.3
81131,2.218,8.7,7.06,3.12,3.819,2.452,459.1,524,621.3
81132,2.0963,8.863,7.133,3.143,3.679,2.426,458.2,524.7,621.3
81133,2.111,8.922,7.091,3.164,3.554,2.446,457.6,525.9,621.3
81134,2.0162,8.694,6.502,3.12,3.739,2.413,457.6,524.2,621.7
81135,2.0844,8.533,6.973,3.283,3.496,2.418,457.7,525.1,621.4
81136,2.1029,8.579,6.972,3.267,3.57,2.423,458.1,524.4,621.5
81137,2.0731,8.629,7.019,3.183,3.822,2.46,457.7,524.2,621.4
81138,2.1593,8.776,7.016,3.13,3.812,2.43,458.4,524.7,621.3
81139,2.065,8.677,6.923,3.156,3.639,2.45,457.6,526.7,621.4
81140,0,0,0,5,5,5,0,0,0
81141,2.0973,8.461,6.875,3.297,3.611,2.435,457.8,525,621.4
81142,2.1421,8.522,7.079,3.203,3.569,2.441,458,524.2,621.3
81143,2.0912,8.678,7.091,3.115,3.948,2.474,458.1,524.4,621.4
81144,2.132,8.544,7.167,3.135,3.92,2.45,458.4,524.7,621.3
81145,2.0608,8.909,7.15,3.116,3.817,2.451,457.4,524.5,621.3
81146,2.1151,8.664,7.057,3.255,3.591,2.447,457.9,525.1,621.3
81147,2.1184,8.817,7.14,3.28,3.78,2.467,458.5,524.4,621.4
81148,2.0854,8.889,6.961,3.291,3.556,2.45,457.5,526.4,621.7
81149,2.0611,8.677,7.06,3.259,3.715,2.446,457.5,525,621.4
81150,2.1106,8.97,6.972,3.276,3.445,2.415,457.9,525.2,621.5
81151,2.2419,8.886,7.183,3.278,3.638,2.432,459.5,524.1,621.3
81152,2.0839,8.921,7.126,3.25,3.544,2.48,457.8,524.1,621.3
81153,2.1301,8.808,7.084,3.178,3.674,2.437,457.9,524.1,621.4
81154,2.0887,8.65,6.927,3.194,3.75,2.444,457.7,524.1,621.4
81155,2.117,8.85,7.079,3.164,3.542,2.469,457.7,524.9,621.2
81156,2.0728,8.598,6.989,3.289,3.416,2.393,457.7,525.4,621.6
81157,2.0347,8.718,6.965,3.19,3.635,2.46,457.4,525,621.2
81158,2.1331,8.979,7.064,3.122,3.668,2.445,457.7,524.5,621.1
81159,2.0411,8.683,6.967,3.289,3.604,2.423,457.4,524.2,621.6
81160,2.1208,9.029,7.07,3.275,3.611,2.45,457.6,525.8,621.2
81161,2.2591,8.791,6.972,3.152,3.586,2.403,459.5,525.5,621.4
81162,2.082,8.611,7.163,3.122,3.84,2.438,457.5,524.7,621.3
81163,2.105,8.822,6.929,3.25,3.563,2.438,457.9,525.9,621.6
81164,2.1773,8.843,6.938,3.084,3.755,2.423,458.7,525.4,621.4
81165,2.132,8.867,7.02,3.11,3.822,2.445,458,524.8,621.4
81166,2.0607,8.836,6.992,3.155,3.743,2.467,457.5,524.3,621.3
81167,1.9786,8.596,6.405,3.118,3.807,2.421,457.5,524.5,621.7
81168,2.0883,8.87,7.07,3.219,3.638,2.427,458,524.8,621.3
81169,2.0554,9.081,7.083,3.106,3.815,2.425,457.5,525.8,621.3
81170,2.2562,8.856,6.986,3.166,3.584,2.447,459.3,525.5,621.2
81171,2.0955,8.748,7.015,3.214,3.87,2.405,457.9,526.2,621.5
81172,2.1644,8.543,6.926,3.145,3.594,2.411,458.4,524.2,621.5
81173,2.2436,8.719,7.077,3.225,3.844,2.42,459.6,524.1,621.3
81174,2.1441,8.909,7.045,3.29,3.955,2.442,458.9,524.7,621.4
81175,2.0903,8.842,7.066,3.252,3.883,2.478,457.9,524.8,621.4
81176,2.0303,8.797,6.976,3.1,3.742,2.434,457.6,524.6,621.4
81177,2.3032,8.708,7.037,3.182,3.844,2.441,459.7,523.7,621.3
81178,2.0427,8.756,7.014,3.151,3.809,2.454,457.5,524.2,621.3
81179,2.1832,8.641,7.006,3.107,3.866,2.495,458.7,524.2,621.4
81180,2.0933,8.872,6.981,3.165,3.799,2.41,457.7,524.4,621.4
81181,2.1679,8.934,7.09,3.23,3.76,2.427,458.5,525.5,621.4
81182,2.0452,8.635,6.954,3.296,3.984,2.43,457.6,523.9,621.4
81183,2.1157,8.789,6.971,3.154,3.613,2.427,457.6,525.4,621.4
81184,2.0797,8.813,7.117,3.226,3.646,2.434,457.9,525.9,621.4
81185,2.1103,8.929,7.082,3.34,3.826,2.387,457.9,524.9,621.6
81186,2.0445,8.746,7.112,3.142,3.658,2.439,457.5,524.1,621.3
81187,2.0698,8.852,7.038,3.141,3.732,2.478,457.5,524.5,621.3
81188,2.3304,8.676,6.961,3.3,4,2.447,460.3,523.9,621.5
81189,2.1351,8.954,7.139,3.223,3.749,2.442,458.3,525,621.3
81190,2.0352,8.763,7.199,3.283,3.799,2.492,457.7,523.9,621.3
81191,2.0469,8.832,7.015,3.221,3.756,2.453,457.6,524.5,621.3
81192,2.0833,8.638,7.065,3.239,3.567,2.463,457.8,525.1,621.6
81193,2.1196,8.793,7.029,3.216,3.727,2.429,458.1,524.1,621.4
81194,2.0544,8.856,7.141,3.148,3.74,2.421,457.7,524,621.4
81195,2.2324,8.817,7.022,3.183,3.534,2.415,459,526.2,621.4
81196,2.0524,8.691,7.167,3.09,3.701,2.433,457.5,524.2,621.3
81197,2.14,8.556,6.88,3.175,3.531,2.407,458.1,524.9,621.5
81198,2.1244,8.681,7.1,3.27,3.47,2.453,457.7,525.9,621.1
81199,2.0766,8.811,7.138,3.124,3.687,2.409,457.8,524.2,621.1
81200,2.1478,8.712,7.031,3.213,3.655,2.425,458.6,524.3,621.3
81201,2.1113,8.943,6.972,3.239,3.477,2.389,458,526.3,621.5
81202,2.1776,8.749,7.018,3.261,3.67,2.471,459.3,524.6,621.4
81203,2.078,8.822,6.989,3.145,3.534,2.455,457.5,526.4,621.4
81204,2.189,8.829,7.038,3.191,3.53,2.408,458.7,525.1,621.3
81205,2.1007,8.869,7.082,3.266,3.438,2.395,457.9,525.7,621.5
81206,2.1278,8.65,7.095,3.276,3.591,2.423,458.1,525.1,621.2
81207,2.1105,8.772,6.928,3.216,3.525,2.421,458,526.3,621.4
81208,2.1022,8.578,7.039,3.264,3.549,2.395,457.8,524.2,621.5
81209,2.1905,8.803,7.035,3.296,3.647,2.435,458.6,525,621.1
81210,2.115,8.815,6.972,3.099,3.625,2.448,458.1,523.9,621.5
81211,2.0833,8.935,7.016,3.218,3.472,2.469,457.9,525.5,621.6
81212,2.2696,8.721,7.005,3.175,3.472,2.401,459.5,525.5,621.4
81213,2.0917,8.936,7.138,3.145,3.638,2.501,457.7,524.7,621.3
81214,2.0906,8.836,7.134,3.206,3.81,2.421,457.5,524.2,621.4
81215,2.1861,8.807,6.908,3.169,3.419,2.431,458.8,526.2,621.5
81216,2.1421,8.64,6.993,3.239,3.456,2.408,458.2,525.5,621.4
81217,2.0197,8.648,7.142,3.241,3.711,2.591,457.5,524,621.3
81218,2.1087,8.916,7.141,3.29,3.636,2.486,458.5,525,621.3
81219,2.121,8.877,6.559,3.137,3.763,2.401,458.2,524.8,621.7
81220,1.9792,8.657,6.513,3.115,3.897,2.497,457.5,524.4,621.5
81221,2.078,8.873,7.012,3.236,3.974,2.432,457.8,524.7,621.4
81222,2.1661,8.575,6.955,3.249,3.498,2.429,458.3,524.2,621.2
81223,2.0649,8.627,6.983,3.319,3.464,2.486,457.5,525,621.4
81224,2.0577,8.807,6.999,3.218,3.744,2.46,457.7,524.3,621.5
81225,2.1663,8.883,7.106,3.161,3.767,2.425,458.9,524.7,621.3
81226,2.0717,8.745,7.003,3.233,3.567,2.461,457.8,524.7,621.6
81227,2.2023,8.65,6.97,3.19,3.465,2.463,458.7,525.9,621.6
81228,2.0392,8.792,7.034,3.28,3.641,2.401,457.7,524.3,621.5
81229,2.0252,8.525,7.029,3.144,3.728,2.453,457.5,524.3,621.4
81230,1.9748,8.91,6.491,3.113,3.676,2.431,457.4,526,621.9
81231,2.0578,8.858,7.065,3.266,3.774,2.481,458.2,524.7,621.3
81232,2.0864,8.695,6.942,3.248,3.546,2.447,457.6,525.7,621.3
81233,2.0375,8.535,6.87,3.162,3.692,2.434,457.5,525.2,621.5
81234,2.1147,8.566,7.087,3.094,3.695,2.477,458.2,524,621.3
81235,2.0933,8.803,6.99,3.281,3.778,2.429,457.7,524.3,621.3
81236,2.1686,8.721,6.951,3.214,3.538,2.495,458.3,526.1,621.5
81237,2.1655,8.639,6.945,3.265,3.562,2.417,458.6,525.6,621.3
81238,2.0697,8.922,7.015,3.1,3.729,2.495,457.5,524.5,621.4
81239,2.1272,8.916,7.057,3.29,3.825,2.421,457.8,524.1,621.3
81240,2.1464,8.716,7.111,3.294,3.687,2.426,458.3,525.6,621.3
81241,2.0947,8.7,7.033,3.261,3.636,2.391,457.8,524.1,621.6
81242,2.0224,8.85,6.529,3.104,3.81,2.555,457.6,524.3,621.5
81243,2.1363,8.846,6.963,3.243,3.603,2.42,457.8,526.3,621.4
81244,2.206,8.778,6.986,3.11,3.777,2.445,458.9,524.2,621.4
81245,2.1019,8.785,7.006,3.21,3.736,2.421,458.1,524.6,621.3
81246,2.0554,8.998,7.074,3.21,3.823,2.451,457.7,525.7,621.3
81247,2.101,8.789,6.898,3.27,3.715,2.432,458.2,524.2,621.6
81248,2.0091,8.826,7.157,3.095,3.85,2.533,457.3,525.9,621.3
81249,2.0321,8.818,6.942,3.203,3.792,2.44,457.4,524.8,621.6
81250,2.1467,8.861,7.149,3.243,3.776,2.424,458.4,524.3,621.3
81251,2.1568,8.976,7.078,3.158,3.93,2.425,458.9,525.2,621.3
81252,2.094,8.828,7.029,3.272,3.564,2.545,457.4,524.4,621.2
81253,2.3318,8.889,7.095,3.211,3.853,2.439,460.2,525.3,621.2
81254,2.0551,8.84,7.151,3.105,3.643,2.493,457.4,524.4,621.3
81255,2.2534,8.94,7.049,3.179,3.651,2.426,459.3,524.3,621.2
81256,2.1915,8.526,7.067,3.353,3.588,2.419,458.6,525.7,621.2
81257,2.2015,8.758,7.007,3.31,3.595,2.432,458.7,525.4,621.3
81258,2.0344,8.586,6.996,3.297,3.555,2.42,457.4,525,621.3
81259,2.1029,8.814,7.126,3.098,3.697,2.468,458,524.7,621.3
81260,2.0634,8.702,6.878,3.295,3.755,2.444,457.5,524.1,621.5
81261,2.1709,8.874,7.131,3.224,3.856,2.486,458.6,524.4,621.4
81262,2.0578,8.82,7.032,3.244,3.61,2.48,457.5,526.8,621.4
81263,2.0385,8.855,7.016,3.212,3.895,2.448,457.6,525.2,621.2
81264,2.1045,8.839,7.118,3.107,3.875,2.578,458,525.1,621.2
81265,2.0747,8.47,7.032,3.241,3.578,2.412,457.9,524.3,621.4
81266,2.071,8.753,7.077,3.245,3.598,2.39,457.8,524,621.4
81267,2.0901,8.93,7.088,3.226,3.792,2.437,458,524.4,621.3
81268,2.1167,8.803,6.496,3.105,3.768,2.499,458.7,525.8,621.8
81269,2.0874,9.016,6.965,3.272,3.763,2.433,457.6,525.9,621.4
81270,2.1476,8.796,7.032,3.218,3.83,2.537,458.5,524.9,621.3
81271,2.0611,8.778,7.072,3.225,3.616,2.408,457.8,523.9,621.6
81272,2.2389,8.609,7.033,3.104,3.779,2.463,459.3,524.4,621.2
81273,2.1354,8.923,7.169,3.205,3.68,2.452,458.6,524.7,621.2
81274,2.1867,8.83,6.945,3.204,3.564,2.456,458.8,526.3,621.5
81275,2.0339,8.449,6.966,3.145,3.791,2.44,457.6,525,621.4
81276,2.0807,8.659,7.097,3.15,3.511,2.394,457.7,524.7,621.5
81277,2.1127,8.88,6.911,3.315,3.796,2.434,458.2,525,621.5
81278,2.1038,8.694,7,3.182,3.498,2.453,457.6,524.9,621.4
81279,2.1193,8.7,6.816,3.165,3.835,2.426,457.9,523.9,621.4
81280,2.3205,8.562,6.844,3.298,3.535,2.414,459.6,525.9,621.7
81281,2.1921,8.839,7.006,3.188,3.516,2.462,458.8,524.2,621.3
81282,2.0799,8.907,6.912,3.22,3.72,2.476,457.8,524.6,621.4
81283,2.0995,8.59,6.985,3.154,3.502,2.399,457.7,525.3,621.4
81284,2.1506,8.752,7.095,3.202,3.792,2.424,458.5,523.8,621.4
81285,2.1759,8.836,7.079,3.219,3.778,2.421,458.9,523.8,621.3
81286,2.2248,8.568,6.915,3.208,3.492,2.416,459,524.9,621.5
81287,2.1151,8.858,6.981,3.22,3.682,2.387,458.2,526.4,621.5
81288,2.0739,8.665,7.057,3.209,3.8,2.44,457.8,524.1,621.3
81289,2.0688,8.633,7.109,3.097,3.543,2.443,457.5,525.8,621.4
81290,2.0771,8.846,6.888,3.152,3.571,2.403,457.6,524.3,621.5
81291,2.0876,8.912,6.862,3.174,3.61,2.435,457.6,525.6,621.7
81292,2.304,8.844,6.911,3.249,3.836,2.417,460.4,524.7,621.6
81293,2.0552,8.771,6.916,3.225,3.755,2.429,457.6,524.4,621.7
81294,2.0256,8.949,7.129,3.081,3.853,2.435,457.4,524.6,621.4
81295,2.0658,8.392,6.911,3.13,3.73,2.423,457.7,524.3,621.3
81296,2.0812,8.897,7.138,3.146,3.943,2.425,457.5,524.4,621.2
81297,2.2079,8.881,7.076,3.194,3.643,2.39,458.9,525.4,621.4
81298,2.068,8.587,7.073,3.259,3.633,2.4,457.8,525.2,621.6
81299,2.0871,9.014,7.106,3.22,3.888,2.415,457.9,525.5,621.3
81300,2.0742,8.805,7.079,3.199,3.636,2.395,457.6,525.4,621.3
81301,2.1762,8.725,7.102,3.29,3.778,2.433,458.5,525,621.2
81302,2.0227,8.694,7.082,3.328,3.991,2.42,457.2,523.9,621.4
81303,2.0042,8.776,6.541,3.11,3.782,2.485,457.6,524.1,621.4
81304,2.0913,8.593,7.009,3.225,3.426,2.532,458,525.4,621.6
81305,2.2003,0,6.975,3.081,3.737,2.447,458.7,524.9,621.5
81306,2.1338,8.786,7.084,3.072,3.757,2.426,457.8,524,621.3
81307,2.0739,8.797,6.923,3.121,3.793,2.438,457.6,524.9,621.7
81308,2.0769,8.887,6.516,3.107,3.712,2.367,457.8,524.7,621.6
81309,2.1037,8.569,6.945,3.127,3.504,2.398,457.7,524.8,621.4
81310,2.2555,8.519,7.008,3.068,3.76,2.424,459.6,524.1,621.3
81311,2.0993,8.837,7.118,3.145,3.789,2.423,457.5,523.9,621.3
81312,2.1719,8.506,6.95,3.155,3.562,2.43,458.4,523.9,621.4
81313,2.1641,8.933,7.105,3.215,3.736,2.402,458.5,525.3,621.4
81314,2.0409,8.716,6.876,3.157,3.66,2.411,457.5,524.2,621.7
81315,2.2098,8.797,7.1,3.105,3.876,2.413,459.1,523.7,621.3
81316,2.0567,8.746,7.071,3.074,4.079,2.433,457.6,524.2,621.3
81317,2.0761,8.429,7.028,3.179,3.652,2.413,457.7,524.6,621.3
81318,2.1204,8.608,6.995,3.279,3.566,2.388,457.9,524,621.5
81319,1.9922,8.727,6.459,3.116,3.885,2.374,457.5,524.3,621.8
81320,2.1044,9.005,7.016,3.08,3.797,2.439,457.8,525,621.2
81321,2.2242,8.922,7.106,3.238,3.782,2.439,459.3,524.7,621.5
81322,2.3097,8.904,7.035,3.09,3.809,2.402,460,525.1,621.5
81323,2.1555,8.542,6.882,3.152,3.635,2.442,458.3,524.5,621.5
81324,2.1602,8.885,7.042,3.233,3.817,2.421,459.1,524.7,621.2
81325,2.2858,8.773,7,3.205,3.61,2.414,459.2,526.5,621.6
81326,2.1611,8.971,7.049,3.194,3.739,2.44,458.5,524.7,621.4
81327,2.1229,8.93,6.938,3.12,3.725,2.396,458.1,524.8,621.4
81328,2.0629,8.655,6.876,3.132,3.388,2.397,457.8,525.1,621.5
81329,2.106,9.022,7.018,3.118,3.699,2.429,457.7,526.2,621.2
81330,2.083,8.8,7.119,3.228,3.615,2.427,457.9,524.6,621.4
81331,2.1697,8.678,7.046,3.165,3.548,2.381,458.3,524.9,621.4
81332,2.102,8.561,7.034,3.236,3.758,2.416,458.3,523.9,621.5
81333,2.1769,8.661,7.082,3.198,3.69,2.44,458.8,524.3,621.4
81334,2.2138,8.839,6.978,3.284,3.688,2.429,459.7,524.6,621.5
81335,2.1188,8.659,6.97,3.238,3.477,2.38,457.9,524.9,621.5
81336,2.1035,8.861,7.016,3.12,3.789,2.444,457.7,524.6,621.2
81337,2.2211,8.971,7.054,3.281,3.646,2.408,459.6,524.7,621.3
81338,2.0977,8.953,7.162,3.109,3.712,2.407,457.8,525,621.3
81339,2.1867,8.769,7.087,3.228,3.704,2.398,459.1,524,621.4
81340,2.1353,8.897,7,3.125,3.757,2.416,458.1,525,621.3
81341,2.1674,8.927,7.141,3.123,3.77,2.427,458.7,525,621.2
81342,2.1366,8.799,6.988,3.283,3.469,2.437,458.2,525.2,621.3
81343,2.1059,8.586,6.948,3.172,3.582,2.421,457.7,524.5,621.4
81344,2.1504,8.877,7.133,3.267,3.736,2.418,458.8,525,621.3
81345,2.1112,8.742,6.85,3.249,3.56,2.393,458.2,525,621.7
81346,2.0842,8.872,6.953,3.132,3.779,2.457,457.7,524,621.6
81347,2.0781,9.041,7.151,3.277,3.692,2.403,458.4,524.6,621.3
81348,2.1185,8.536,6.936,3.178,3.572,2.445,458.6,524.1,621.3
81349,2.0871,8.684,7.048,3.143,3.907,2.449,457.7,524.2,621.2
81350,2.072,8.96,6.994,3.167,3.786,2.446,457.6,524.8,621.5
81351,2.1513,8.615,7.017,3.204,3.574,2.394,458.2,524.7,621.4
81352,2.0502,8.595,7.085,3.158,3.705,2.419,457.5,524.2,621.2
81353,2.068,9.016,7.117,3.131,3.675,2.44,457.4,524.2,621.2
81354,2.1709,8.883,7.133,3.133,3.533,2.413,458.4,526,621.3
81355,2.1958,8.696,7.033,3.191,3.495,2.383,458.9,525.5,621.4
81356,2.243,8.916,7.138,3.211,3.786,2.428,459.6,525.7,621.2
81357,2.23,8.625,6.816,3.086,3.676,2.449,459.1,524.4,621.6
81358,2.1151,8.868,7.038,3.16,3.464,2.43,457.7,525.5,621.2
81359,2.0691,8.687,6.992,3.093,3.497,2.423,457.5,526.4,621.4
81360,2.1003,8.79,7.075,3.119,3.624,2.43,457.7,526.6,621.3
81361,2.0891,8.748,7.006,3.126,3.705,2.435,457.6,524.7,621.2
81362,2.1018,8.852,7.042,3.13,3.517,2.425,457.6,524.7,621.4
81363,2.0886,8.926,7.004,3.22,3.782,2.443,457.9,524.9,621.5
81364,2.1192,8.677,7.001,3.195,3.649,2.428,458.2,523.9,621.2
81365,2.1014,8.71,7.093,3.244,3.699,2.408,458,523.8,621.3
81366,2.1474,8.879,7.116,3.219,3.684,2.394,458.5,525.3,621.3
81367,2.0599,8.564,7.091,3.137,3.612,2.407,457.4,525.9,621.3
81368,2.1029,8.55,6.966,3.148,3.514,2.393,457.7,525.5,621.7
81369,2.1256,8.788,7.091,3.224,3.548,2.404,458.3,524.8,621.4
81370,2.0644,8.776,7.046,3.119,3.595,2.43,457.5,524.6,621.3
81371,2.0676,8.759,6.989,3.211,3.709,2.41,457.7,524,621.6
81372,2.0882,8.976,7.21,3.074,3.589,2.429,457.7,524.6,621.2
81373,2.2638,8.863,7.001,3.102,3.602,2.429,459.9,525.3,621.2
81374,2.0754,8.792,6.841,3.234,3.48,2.404,457.9,524.5,621.4
81375,2.1016,8.955,7.175,3.19,3.719,2.419,458,525.1,621.3
81376,2.1151,8.863,6.952,3.245,3.62,2.394,457.7,526.3,621.4
81377,2.192,8.772,7.096,3.135,3.607,2.411,459,524,621.3
81378,2.2108,8.837,7.14,3.267,3.615,2.391,459.3,524.6,621.2
81379,2.109,8.951,6.951,3.197,3.601,2.425,457.8,525.2,621.5
81380,2.075,8.862,7.104,3.17,3.759,2.405,457.5,524.7,621.3
81381,2.0722,8.758,7.08,3.074,3.651,2.435,457.7,524.7,621.4
81382,2.0939,8.762,7.153,3.122,3.805,2.424,457.6,524.2,621.3
81383,2.0595,8.662,6.472,3.106,3.643,2.384,457.7,523.9,621.5
81384,2.0908,8.683,7.13,3.192,3.691,2.422,457.9,523.9,621.2
81385,2.0955,8.72,6.876,3.261,3.57,2.442,457.8,524.3,621.5
81386,2.1679,8.478,7.059,3.188,3.444,2.402,458.5,524,621.3
81387,2.0437,8.667,7.106,3.238,3.805,2.412,457.7,524,621.2
81388,2.1016,8.601,7.034,3.188,3.555,2.386,457.6,524.3,621.4
81389,2.0654,8.578,7.007,3.219,3.725,2.402,458,523.9,621.3
81390,2.1215,8.817,6.93,3.149,3.417,2.402,457.8,525.4,621.5
81391,2.1022,8.705,7.072,3.24,3.545,2.375,458,525.2,621.6
81392,2.0838,8.9,6.948,3.196,3.529,2.403,457.5,524.5,621.6
81393,2.0404,8.556,7.022,3.134,3.454,2.406,457.6,526,621.3
81394,2.3067,8.863,7.042,3.238,3.774,2.432,460.3,525,621.3
81395,2.0732,8.487,6.945,3.11,3.583,2.41,457.6,525.3,621.5
81396,2.1054,8.727,6.875,3.23,3.521,2.4,457.8,525.9,621.6
81397,2.0965,8.902,6.911,3.233,3.61,2.385,457.8,526.4,621.7
81398,2.1377,8.905,7.107,3.148,3.577,2.399,457.8,524.8,621.1
81399,2.0728,8.753,7.028,3.221,3.733,2.403,457.7,524.1,621.4
81400,2.042,8.683,7.031,3.205,3.762,2.405,457.6,524.3,621.3
81401,2.0424,8.663,7.116,3.252,3.804,2.404,457.7,524,621.3
81402,2.0216,8.888,7.083,3.202,3.736,2.422,457.2,525,621.3
81403,2.1459,8.816,6.959,3.165,3.578,2.404,458.2,525,621.5
81404,2.1543,8.936,7.061,3.274,3.47,2.385,458,526.4,621.5
81405,2.0981,8.522,7.091,3.085,3.525,2.417,457.8,524.4,621.3
81406,2.1422,8.951,7.138,3.112,3.74,2.436,457.8,524,621.3
81407,2.0952,8.951,7.02,3.17,3.751,2.414,457.6,524.7,621.4
81408,2.183,8.746,6.891,3.247,3.645,2.436,459,524.5,621.4
81409,2.1118,8.786,6.886,3.21,3.412,2.424,457.9,525.6,621.5
81410,1.995,8.566,6.466,3.1,3.61,2.4,457.5,525.1,621.4
81411,2.0989,8.859,7.038,3.095,3.431,2.415,457.7,524.8,621.4
81412,2.0595,8.52,6.921,3.133,3.565,2.45,457.5,523.9,621.6
81413,2.0863,8.503,6.966,3.244,3.426,2.445,457.6,525.1,621.3
81414,2.155,8.69,7.075,3.274,3.45,2.409,457.9,524.9,621.6
81415,2.0654,8.827,6.994,3.305,3.485,2.475,457.4,524.9,621.5
81416,2.0204,8.985,7.052,3.112,3.627,2.442,457.6,524.9,621.3
81417,2.0555,8.499,7.043,3.22,3.42,2.403,457.8,525.1,621.5
81418,2.0106,8.919,7.135,3.088,3.564,2.434,457.5,524.6,621.4
81419,2.1938,8.847,6.989,3.211,3.393,2.414,459,525.4,621.5
81420,2.112,8.828,7.077,3.228,3.669,2.438,458,524.7,621.4
81421,2.1739,8.906,7.145,3.22,3.594,2.421,458.9,524.6,621.2
81422,2.0781,8.818,7.085,3.156,3.677,2.421,457.5,524.5,621.2
81423,2.1998,8.57,7.045,3.191,3.479,2.441,458.6,524.6,621.2
81424,2.152,8.626,6.945,3.188,3.486,2.416,457.9,526.4,621.4
81425,2.1238,8.683,7.076,3.245,3.404,2.411,458.1,525.7,621.5
81426,2.0903,8.895,7.072,3.223,3.511,2.403,457.6,524.5,621.5
81427,2.1459,8.619,6.917,3.179,3.392,2.442,458.1,524.8,621.3
81428,2.3074,8.637,7.051,3.27,3.649,2.434,459.9,524.1,621.4
81429,2.0912,8.806,6.963,3.158,3.456,2.444,457.8,525,621.4
81430,2.058,8.645,7.02,3.319,3.476,2.395,457.9,525.3,621.5
81431,2.1387,8.841,7.056,3.316,3.669,2.429,458.4,524.7,621.2
81432,2.1908,0,7.051,3.206,3.437,2.433,459,525.9,621.2
81433,2.0695,8.792,7.046,3.164,3.745,2.43,457.5,524.4,621.2
81434,2.0914,8.935,7.019,3.228,3.439,2.407,457.8,526.3,621.4
81435,2.0901,8.75,7.071,3.154,3.767,2.428,457.5,524,621.4
81436,2.1026,8.984,7.122,3.157,3.808,2.429,457.6,524.9,621.3
81437,2.175,8.659,6.926,3.183,3.556,2.449,458.6,525.1,621.5
81438,2.0724,8.901,7.056,3.125,3.732,2.424,457.4,524,621.4
81439,2.0461,8.797,6.933,3.207,3.744,2.432,457.5,524.9,621.4
81440,2.1314,8.717,7.085,3.268,3.487,2.438,458.2,524.9,621.3
81441,2.1621,8.58,7,3.285,3.586,2.433,458.3,524.9,621.4
81442,2.0642,8.849,7.138,3.216,3.73,2.434,457.6,524.7,621.3
81443,2.0871,8.642,7.035,3.301,3.513,2.414,457.4,524.5,621.4
81444,2.072,8.634,7.082,3.236,3.542,2.405,457.9,524.6,621.3
81445,2.1943,8.596,7.043,3.198,3.567,2.4,458.6,524.4,621.4
81446,2.1159,8.593,6.948,3.222,3.52,2.398,457.8,524.8,621.6
81447,2.1195,8.829,6.958,3.165,3.664,2.415,457.9,524.9,621.3
81448,2.0788,8.649,6.83,3.209,3.581,2.445,457.7,526.7,621.5
81449,2.1261,8.665,7.15,3.22,3.825,2.42,458.3,523.9,621.2
81450,2.0663,8.984,7.032,3.107,3.773,2.442,458,524.6,621.3
81451,2.045,8.469,7.027,3.109,3.595,2.612,457.5,524.6,621.2
81452,2.1955,8.993,7.14,3.098,3.75,2.473,458.6,525.1,621.2
81453,2.1264,8.685,7.079,3.272,3.589,2.393,458.1,525.6,621.5
